permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
SA25112483,2025-11-01,REPAIR,San Antonio Project 1484,Construction work at 1556 Broadway,9644 Main St,San Antonio,78256,San Antonio Property Owner 1484,San Antonio Builders LLC 4,(210) 542-4109,264032,APPROVED,District 5
SA25112484,2025-11-08,REPAIR,San Antonio Project 1485,Construction work at 8676 Houston St,3803 Houston St,San Antonio,78275,San Antonio Property Owner 1485,San Antonio Builders LLC 5,(210) 781-4769,79885,PENDING,District 3
SA25112485,2025-11-23,REMODEL,San Antonio Project 1486,Construction work at 8596 San Pedro Ave,1606 Main St,San Antonio,78252,San Antonio Property Owner 1486,San Antonio Builders LLC 6,(210) 484-6743,354795,ISSUED,District 6
SA25112486,2025-11-03,ADDITION,San Antonio Project 1487,Construction work at 2989 Main St,4613 Commerce St,San Antonio,78279,San Antonio Property Owner 1487,San Antonio Builders LLC 7,(210) 954-4271,400712,ISSUED,District 8
SA25112487,2025-11-17,ADDITION,San Antonio Project 1488,Construction work at 1188 Broadway,1706 San Pedro Ave,San Antonio,78259,San Antonio Property Owner 1488,San Antonio Builders LLC 8,(210) 398-4868,327132,PENDING,District 4
SA25112488,2025-11-24,REPAIR,San Antonio Project 1489,Construction work at 2272 Houston St,3620 Commerce St,San Antonio,78218,San Antonio Property Owner 1489,San Antonio Builders LLC 9,(210) 728-1333,410318,FINALED,District 10
SA25112489,2025-11-28,REPAIR,San Antonio Project 1490,Construction work at 5814 Houston St,9141 San Pedro Ave,San Antonio,78298,San Antonio Property Owner 1490,San Antonio Builders LLC 10,(210) 915-9529,153730,FINALED,District 2
SA25112490,2025-11-12,PLUMBING,San Antonio Project 1491,Construction work at 9488 Main St,1726 San Pedro Ave,San Antonio,78271,San Antonio Property Owner 1491,San Antonio Builders LLC 1,(210) 468-3516,98339,PENDING,District 5
SA25112491,2025-11-20,REMODEL,San Antonio Project 1492,Construction work at 6489 San Pedro Ave,9063 Main St,San Antonio,78298,San Antonio Property Owner 1492,San Antonio Builders LLC 2,(210) 857-8956,59785,FINALED,District 3
SA25112492,2025-11-09,ADDITION,San Antonio Project 1493,Construction work at 1978 Houston St,5261 Main St,San Antonio,78287,San Antonio Property Owner 1493,San Antonio Builders LLC 3,(210) 847-8817,140238,FINALED,District 2
SA25112493,2025-11-01,NEW CONSTRUCTION,San Antonio Project 1494,Construction work at 3775 Broadway,176 Broadway,San Antonio,78261,San Antonio Property Owner 1494,San Antonio Builders LLC 4,(210) 758-5250,52988,FINALED,District 4
SA25112494,2025-11-27,ADDITION,San Antonio Project 1495,Construction work at 5367 Broadway,5233 Broadway,San Antonio,78266,San Antonio Property Owner 1495,San Antonio Builders LLC 5,(210) 765-3430,292068,APPROVED,District 10
SA25112495,2025-11-05,REPAIR,San Antonio Project 1496,Construction work at 4244 Commerce St,9698 Broadway,San Antonio,78224,San Antonio Property Owner 1496,San Antonio Builders LLC 6,(210) 779-8215,253634,APPROVED,District 8
SA25112496,2025-11-21,ADDITION,San Antonio Project 1497,Construction work at 8433 Houston St,8522 Broadway,San Antonio,78232,San Antonio Property Owner 1497,San Antonio Builders LLC 7,(210) 804-4907,86550,PENDING,District 7
SA25112497,2025-11-16,REPAIR,San Antonio Project 1498,Construction work at 6555 Houston St,7443 Houston St,San Antonio,78252,San Antonio Property Owner 1498,San Antonio Builders LLC 8,(210) 537-2544,166433,APPROVED,District 1
SA25112498,2025-11-06,PLUMBING,San Antonio Project 1499,Construction work at 2641 Commerce St,6334 San Pedro Ave,San Antonio,78256,San Antonio Property Owner 1499,San Antonio Builders LLC 9,(210) 622-5060,257772,APPROVED,District 1
SA25112499,2025-11-04,REPAIR,San Antonio Project 1500,Construction work at 4562 San Pedro Ave,5250 Houston St,San Antonio,78243,San Antonio Property Owner 1500,San Antonio Builders LLC 10,(210) 352-9379,244542,ISSUED,District 2
SA25112500,2025-11-04,PLUMBING,San Antonio Project 1501,Construction work at 2908 Commerce St,1117 Main St,San Antonio,78226,San Antonio Property Owner 1501,San Antonio Builders LLC 1,(210) 748-2092,439487,FINALED,District 1
SA25112501,2025-11-01,REMODEL,San Antonio Project 1502,Construction work at 1422 San Pedro Ave,6505 Broadway,San Antonio,78220,San Antonio Property Owner 1502,San Antonio Builders LLC 2,(210) 681-5949,465757,PENDING,District 2
SA25112502,2025-10-31,REMODEL,San Antonio Project 1503,Construction work at 4058 San Pedro Ave,7084 San Pedro Ave,San Antonio,78223,San Antonio Property Owner 1503,San Antonio Builders LLC 3,(210) 739-7394,256771,FINALED,District 5
SA25112503,2025-11-20,REPAIR,San Antonio Project 1504,Construction work at 4789 Commerce St,3092 Commerce St,San Antonio,78252,San Antonio Property Owner 1504,San Antonio Builders LLC 4,(210) 532-2060,236419,PENDING,District 5
SA25112504,2025-11-26,PLUMBING,San Antonio Project 1505,Construction work at 9972 Houston St,9892 Commerce St,San Antonio,78274,San Antonio Property Owner 1505,San Antonio Builders LLC 5,(210) 826-5125,300026,PENDING,District 6
SA25112505,2025-11-21,NEW CONSTRUCTION,San Antonio Project 1506,Construction work at 1544 Broadway,9987 Commerce St,San Antonio,78287,San Antonio Property Owner 1506,San Antonio Builders LLC 6,(210) 714-4041,386695,APPROVED,District 5
SA25112506,2025-11-20,PLUMBING,San Antonio Project 1507,Construction work at 2564 Houston St,3959 Houston St,San Antonio,78268,San Antonio Property Owner 1507,San Antonio Builders LLC 7,(210) 671-3629,95610,FINALED,District 9
SA25112507,2025-11-12,REPAIR,San Antonio Project 1508,Construction work at 6306 Broadway,126 Broadway,San Antonio,78239,San Antonio Property Owner 1508,San Antonio Builders LLC 8,(210) 363-8140,340585,PENDING,District 1
SA25112508,2025-11-16,REMODEL,San Antonio Project 1509,Construction work at 8247 Houston St,5476 Houston St,San Antonio,78298,San Antonio Property Owner 1509,San Antonio Builders LLC 9,(210) 331-5205,309619,FINALED,District 7
SA25112509,2025-11-18,PLUMBING,San Antonio Project 1510,Construction work at 4856 Broadway,1240 Main St,San Antonio,78263,San Antonio Property Owner 1510,San Antonio Builders LLC 10,(210) 553-9589,115314,FINALED,District 10
SA25112510,2025-11-03,ADDITION,San Antonio Project 1511,Construction work at 4227 Main St,9955 Main St,San Antonio,78219,San Antonio Property Owner 1511,San Antonio Builders LLC 1,(210) 863-3284,311827,FINALED,District 9
SA25112511,2025-10-30,ADDITION,San Antonio Project 1512,Construction work at 7281 Broadway,4817 Broadway,San Antonio,78242,San Antonio Property Owner 1512,San Antonio Builders LLC 2,(210) 408-3647,359550,FINALED,District 1
SA25112512,2025-11-03,ELECTRICAL,San Antonio Project 1513,Construction work at 4680 Houston St,8768 Houston St,San Antonio,78273,San Antonio Property Owner 1513,San Antonio Builders LLC 3,(210) 938-7145,335506,PENDING,District 10
SA25112513,2025-11-15,PLUMBING,San Antonio Project 1514,Construction work at 3287 San Pedro Ave,7070 Commerce St,San Antonio,78256,San Antonio Property Owner 1514,San Antonio Builders LLC 4,(210) 279-9699,479119,ISSUED,District 6
SA25112514,2025-11-05,REPAIR,San Antonio Project 1515,Construction work at 6774 Commerce St,6342 Broadway,San Antonio,78210,San Antonio Property Owner 1515,San Antonio Builders LLC 5,(210) 966-3638,130705,ISSUED,District 9
SA25112515,2025-11-07,ADDITION,San Antonio Project 1516,Construction work at 8408 Main St,6423 Commerce St,San Antonio,78297,San Antonio Property Owner 1516,San Antonio Builders LLC 6,(210) 411-9732,297222,PENDING,District 2
SA25112516,2025-11-21,ELECTRICAL,San Antonio Project 1517,Construction work at 7935 Broadway,3035 Houston St,San Antonio,78272,San Antonio Property Owner 1517,San Antonio Builders LLC 7,(210) 745-8330,447046,APPROVED,District 9
SA25112517,2025-11-12,NEW CONSTRUCTION,San Antonio Project 1518,Construction work at 609 Commerce St,8313 San Pedro Ave,San Antonio,78260,San Antonio Property Owner 1518,San Antonio Builders LLC 8,(210) 581-3160,449795,APPROVED,District 5
SA25112518,2025-11-11,REMODEL,San Antonio Project 1519,Construction work at 4428 Houston St,4787 Houston St,San Antonio,78287,San Antonio Property Owner 1519,San Antonio Builders LLC 9,(210) 237-9976,419752,ISSUED,District 5
SA25112519,2025-11-19,REPAIR,San Antonio Project 1520,Construction work at 2576 Commerce St,8533 Broadway,San Antonio,78247,San Antonio Property Owner 1520,San Antonio Builders LLC 10,(210) 537-8366,297964,ISSUED,District 4
SA25112520,2025-11-12,PLUMBING,San Antonio Project 1521,Construction work at 3334 Houston St,4958 Houston St,San Antonio,78238,San Antonio Property Owner 1521,San Antonio Builders LLC 1,(210) 934-9438,419487,FINALED,District 4
SA25112521,2025-11-24,NEW CONSTRUCTION,San Antonio Project 1522,Construction work at 6144 Houston St,6078 Commerce St,San Antonio,78254,San Antonio Property Owner 1522,San Antonio Builders LLC 2,(210) 681-5775,454218,FINALED,District 7
SA25112522,2025-11-05,REMODEL,San Antonio Project 1523,Construction work at 2315 Houston St,5879 San Pedro Ave,San Antonio,78294,San Antonio Property Owner 1523,San Antonio Builders LLC 3,(210) 244-1748,453382,PENDING,District 2
SA25112523,2025-11-26,ELECTRICAL,San Antonio Project 1524,Construction work at 9242 San Pedro Ave,6632 San Pedro Ave,San Antonio,78218,San Antonio Property Owner 1524,San Antonio Builders LLC 4,(210) 736-3749,147955,APPROVED,District 2
SA25112524,2025-11-07,ELECTRICAL,San Antonio Project 1525,Construction work at 8438 Commerce St,9243 Commerce St,San Antonio,78235,San Antonio Property Owner 1525,San Antonio Builders LLC 5,(210) 880-9362,310410,PENDING,District 4
SA25112525,2025-11-28,NEW CONSTRUCTION,San Antonio Project 1526,Construction work at 3216 Commerce St,5961 Commerce St,San Antonio,78271,San Antonio Property Owner 1526,San Antonio Builders LLC 6,(210) 998-8795,137738,PENDING,District 4
SA25112526,2025-11-14,REPAIR,San Antonio Project 1527,Construction work at 4459 Main St,1551 Main St,San Antonio,78285,San Antonio Property Owner 1527,San Antonio Builders LLC 7,(210) 600-2875,135935,ISSUED,District 1
SA25112527,2025-10-31,REPAIR,San Antonio Project 1528,Construction work at 4937 San Pedro Ave,4330 San Pedro Ave,San Antonio,78216,San Antonio Property Owner 1528,San Antonio Builders LLC 8,(210) 781-4704,327558,PENDING,District 3
SA25112528,2025-11-26,ADDITION,San Antonio Project 1529,Construction work at 7317 San Pedro Ave,3961 Commerce St,San Antonio,78249,San Antonio Property Owner 1529,San Antonio Builders LLC 9,(210) 814-9679,86281,ISSUED,District 3
SA25112529,2025-11-19,PLUMBING,San Antonio Project 1530,Construction work at 3189 Commerce St,5636 Main St,San Antonio,78251,San Antonio Property Owner 1530,San Antonio Builders LLC 10,(210) 487-5452,433607,APPROVED,District 8
SA25112530,2025-11-24,ADDITION,San Antonio Project 1531,Construction work at 483 Commerce St,3726 Broadway,San Antonio,78270,San Antonio Property Owner 1531,San Antonio Builders LLC 1,(210) 438-6137,52854,APPROVED,District 10
SA25112531,2025-11-04,PLUMBING,San Antonio Project 1532,Construction work at 6516 Commerce St,3425 Houston St,San Antonio,78289,San Antonio Property Owner 1532,San Antonio Builders LLC 2,(210) 294-3111,354768,APPROVED,District 8
SA25112532,2025-11-18,REMODEL,San Antonio Project 1533,Construction work at 5764 Broadway,9228 Main St,San Antonio,78248,San Antonio Property Owner 1533,San Antonio Builders LLC 3,(210) 536-7511,499571,ISSUED,District 9
SA25112533,2025-11-23,ADDITION,San Antonio Project 1534,Construction work at 570 San Pedro Ave,9100 Main St,San Antonio,78261,San Antonio Property Owner 1534,San Antonio Builders LLC 4,(210) 906-9980,417788,APPROVED,District 10
SA25112534,2025-11-06,REMODEL,San Antonio Project 1535,Construction work at 1757 San Pedro Ave,4063 Main St,San Antonio,78259,San Antonio Property Owner 1535,San Antonio Builders LLC 5,(210) 836-7260,403342,APPROVED,District 5
SA25112535,2025-11-24,REPAIR,San Antonio Project 1536,Construction work at 6644 Houston St,7472 Broadway,San Antonio,78210,San Antonio Property Owner 1536,San Antonio Builders LLC 6,(210) 679-9736,202586,PENDING,District 4
SA25112536,2025-11-12,ADDITION,San Antonio Project 1537,Construction work at 8015 Broadway,1075 Main St,San Antonio,78292,San Antonio Property Owner 1537,San Antonio Builders LLC 7,(210) 341-3108,144306,ISSUED,District 9
SA25112537,2025-11-28,ELECTRICAL,San Antonio Project 1538,Construction work at 8664 Broadway,2529 Commerce St,San Antonio,78214,San Antonio Property Owner 1538,San Antonio Builders LLC 8,(210) 945-8863,110014,PENDING,District 7
SA25112538,2025-11-08,PLUMBING,San Antonio Project 1539,Construction work at 3882 Commerce St,9219 San Pedro Ave,San Antonio,78274,San Antonio Property Owner 1539,San Antonio Builders LLC 9,(210) 315-9256,371255,PENDING,District 7
SA25112539,2025-10-31,REMODEL,San Antonio Project 1540,Construction work at 8874 San Pedro Ave,2201 Houston St,San Antonio,78268,San Antonio Property Owner 1540,San Antonio Builders LLC 10,(210) 289-4725,119690,APPROVED,District 5
SA25112540,2025-11-19,ADDITION,San Antonio Project 1541,Construction work at 9212 San Pedro Ave,8484 Broadway,San Antonio,78245,San Antonio Property Owner 1541,San Antonio Builders LLC 1,(210) 665-7894,384276,PENDING,District 6
SA25112541,2025-11-20,REPAIR,San Antonio Project 1542,Construction work at 903 San Pedro Ave,7640 Main St,San Antonio,78228,San Antonio Property Owner 1542,San Antonio Builders LLC 2,(210) 443-1559,425694,FINALED,District 6
SA25112542,2025-11-10,REMODEL,San Antonio Project 1543,Construction work at 8365 Main St,3593 San Pedro Ave,San Antonio,78258,San Antonio Property Owner 1543,San Antonio Builders LLC 3,(210) 241-5873,340300,ISSUED,District 6
SA25112543,2025-10-30,ELECTRICAL,San Antonio Project 1544,Construction work at 2368 Commerce St,5038 Houston St,San Antonio,78273,San Antonio Property Owner 1544,San Antonio Builders LLC 4,(210) 901-1518,495733,ISSUED,District 5
SA25112544,2025-11-20,REPAIR,San Antonio Project 1545,Construction work at 5946 Houston St,9224 Broadway,San Antonio,78234,San Antonio Property Owner 1545,San Antonio Builders LLC 5,(210) 557-2821,479211,PENDING,District 3
SA25112545,2025-11-26,PLUMBING,San Antonio Project 1546,Construction work at 7202 San Pedro Ave,3625 San Pedro Ave,San Antonio,78263,San Antonio Property Owner 1546,San Antonio Builders LLC 6,(210) 316-4130,290657,FINALED,District 8
SA25112546,2025-11-02,ELECTRICAL,San Antonio Project 1547,Construction work at 1506 Houston St,4600 Main St,San Antonio,78268,San Antonio Property Owner 1547,San Antonio Builders LLC 7,(210) 333-2030,271193,FINALED,District 7
SA25112547,2025-11-03,ELECTRICAL,San Antonio Project 1548,Construction work at 4761 Houston St,333 San Pedro Ave,San Antonio,78251,San Antonio Property Owner 1548,San Antonio Builders LLC 8,(210) 377-8308,410083,PENDING,District 3
SA25112548,2025-11-05,REMODEL,San Antonio Project 1549,Construction work at 3293 Commerce St,3532 Commerce St,San Antonio,78247,San Antonio Property Owner 1549,San Antonio Builders LLC 9,(210) 272-1065,114861,FINALED,District 1
SA25112549,2025-11-06,NEW CONSTRUCTION,San Antonio Project 1550,Construction work at 1834 Broadway,116 Houston St,San Antonio,78247,San Antonio Property Owner 1550,San Antonio Builders LLC 10,(210) 602-3309,493710,ISSUED,District 8
SA25112550,2025-11-11,ELECTRICAL,San Antonio Project 1551,Construction work at 9076 Broadway,8235 Main St,San Antonio,78286,San Antonio Property Owner 1551,San Antonio Builders LLC 1,(210) 702-5531,396076,ISSUED,District 1
SA25112551,2025-11-12,ADDITION,San Antonio Project 1552,Construction work at 5716 Main St,514 Main St,San Antonio,78248,San Antonio Property Owner 1552,San Antonio Builders LLC 2,(210) 844-1109,94667,PENDING,District 4
SA25112552,2025-10-31,PLUMBING,San Antonio Project 1553,Construction work at 6414 Commerce St,9330 Commerce St,San Antonio,78256,San Antonio Property Owner 1553,San Antonio Builders LLC 3,(210) 912-2856,189610,APPROVED,District 4
SA25112553,2025-11-13,REMODEL,San Antonio Project 1554,Construction work at 5705 Main St,7425 Houston St,San Antonio,78242,San Antonio Property Owner 1554,San Antonio Builders LLC 4,(210) 305-9864,162928,PENDING,District 4
SA25112554,2025-11-05,NEW CONSTRUCTION,San Antonio Project 1555,Construction work at 1022 Commerce St,6742 Main St,San Antonio,78222,San Antonio Property Owner 1555,San Antonio Builders LLC 5,(210) 564-8249,138652,FINALED,District 10
SA25112555,2025-11-04,ELECTRICAL,San Antonio Project 1556,Construction work at 1279 Broadway,6203 Houston St,San Antonio,78240,San Antonio Property Owner 1556,San Antonio Builders LLC 6,(210) 790-5527,377397,PENDING,District 10
SA25112556,2025-11-20,NEW CONSTRUCTION,San Antonio Project 1557,Construction work at 6695 Commerce St,2459 Commerce St,San Antonio,78274,San Antonio Property Owner 1557,San Antonio Builders LLC 7,(210) 233-6462,224030,PENDING,District 2
SA25112557,2025-11-07,ELECTRICAL,San Antonio Project 1558,Construction work at 1844 Commerce St,1006 San Pedro Ave,San Antonio,78211,San Antonio Property Owner 1558,San Antonio Builders LLC 8,(210) 278-5228,180071,PENDING,District 4
SA25112558,2025-11-21,REPAIR,San Antonio Project 1559,Construction work at 573 San Pedro Ave,8892 San Pedro Ave,San Antonio,78284,San Antonio Property Owner 1559,San Antonio Builders LLC 9,(210) 412-7630,136659,FINALED,District 9
SA25112559,2025-11-28,NEW CONSTRUCTION,San Antonio Project 1560,Construction work at 3939 Broadway,8860 San Pedro Ave,San Antonio,78298,San Antonio Property Owner 1560,San Antonio Builders LLC 10,(210) 319-1623,490554,FINALED,District 4
SA25112560,2025-11-06,REMODEL,San Antonio Project 1561,Construction work at 7043 Houston St,4465 San Pedro Ave,San Antonio,78241,San Antonio Property Owner 1561,San Antonio Builders LLC 1,(210) 220-1911,90142,FINALED,District 9
SA25112561,2025-11-15,REMODEL,San Antonio Project 1562,Construction work at 8963 Broadway,1321 Broadway,San Antonio,78251,San Antonio Property Owner 1562,San Antonio Builders LLC 2,(210) 264-6668,400465,PENDING,District 2
SA25112562,2025-10-31,REPAIR,San Antonio Project 1563,Construction work at 1855 Broadway,2269 Commerce St,San Antonio,78238,San Antonio Property Owner 1563,San Antonio Builders LLC 3,(210) 424-4966,364815,ISSUED,District 3
SA25112563,2025-11-11,ADDITION,San Antonio Project 1564,Construction work at 6970 Main St,6426 Main St,San Antonio,78233,San Antonio Property Owner 1564,San Antonio Builders LLC 4,(210) 645-7228,302678,PENDING,District 4
SA25112564,2025-11-21,ELECTRICAL,San Antonio Project 1565,Construction work at 1575 Broadway,2557 Commerce St,San Antonio,78248,San Antonio Property Owner 1565,San Antonio Builders LLC 5,(210) 935-2845,302076,APPROVED,District 2
SA25112565,2025-11-12,REMODEL,San Antonio Project 1566,Construction work at 7431 Main St,4320 Houston St,San Antonio,78211,San Antonio Property Owner 1566,San Antonio Builders LLC 6,(210) 558-6817,244077,APPROVED,District 9
SA25112566,2025-11-10,PLUMBING,San Antonio Project 1567,Construction work at 6211 San Pedro Ave,3025 San Pedro Ave,San Antonio,78244,San Antonio Property Owner 1567,San Antonio Builders LLC 7,(210) 578-3141,400065,FINALED,District 7
SA25112567,2025-10-30,REPAIR,San Antonio Project 1568,Construction work at 1240 Main St,5977 Houston St,San Antonio,78236,San Antonio Property Owner 1568,San Antonio Builders LLC 8,(210) 927-8414,176014,ISSUED,District 6
SA25112568,2025-10-30,ELECTRICAL,San Antonio Project 1569,Construction work at 8244 Commerce St,374 Broadway,San Antonio,78229,San Antonio Property Owner 1569,San Antonio Builders LLC 9,(210) 611-9661,93816,PENDING,District 10
SA25112569,2025-11-11,ADDITION,San Antonio Project 1570,Construction work at 2531 Broadway,6809 Commerce St,San Antonio,78260,San Antonio Property Owner 1570,San Antonio Builders LLC 10,(210) 268-3073,499814,PENDING,District 2
SA25112570,2025-11-17,REMODEL,San Antonio Project 1571,Construction work at 232 Commerce St,5685 Broadway,San Antonio,78273,San Antonio Property Owner 1571,San Antonio Builders LLC 1,(210) 699-9211,213490,ISSUED,District 5
SA25112571,2025-11-06,PLUMBING,San Antonio Project 1572,Construction work at 5449 Broadway,9271 Houston St,San Antonio,78234,San Antonio Property Owner 1572,San Antonio Builders LLC 2,(210) 489-6712,286510,ISSUED,District 3
SA25112572,2025-11-19,ELECTRICAL,San Antonio Project 1573,Construction work at 8799 Houston St,2016 Houston St,San Antonio,78237,San Antonio Property Owner 1573,San Antonio Builders LLC 3,(210) 206-6529,430497,APPROVED,District 2
SA25112573,2025-11-19,PLUMBING,San Antonio Project 1574,Construction work at 1083 Broadway,9687 Main St,San Antonio,78253,San Antonio Property Owner 1574,San Antonio Builders LLC 4,(210) 608-6639,61392,PENDING,District 7
SA25112574,2025-11-25,ELECTRICAL,San Antonio Project 1575,Construction work at 5576 Broadway,7619 Broadway,San Antonio,78238,San Antonio Property Owner 1575,San Antonio Builders LLC 5,(210) 228-2668,325965,FINALED,District 10
SA25112575,2025-11-01,PLUMBING,San Antonio Project 1576,Construction work at 9002 Commerce St,9954 San Pedro Ave,San Antonio,78226,San Antonio Property Owner 1576,San Antonio Builders LLC 6,(210) 251-2730,166006,FINALED,District 5
SA25112576,2025-11-08,ADDITION,San Antonio Project 1577,Construction work at 8122 Commerce St,3378 Commerce St,San Antonio,78242,San Antonio Property Owner 1577,San Antonio Builders LLC 7,(210) 697-4528,149650,APPROVED,District 3
SA25112577,2025-11-28,REMODEL,San Antonio Project 1578,Construction work at 6211 Houston St,9883 Commerce St,San Antonio,78243,San Antonio Property Owner 1578,San Antonio Builders LLC 8,(210) 296-7038,359902,APPROVED,District 10
SA25112578,2025-10-31,PLUMBING,San Antonio Project 1579,Construction work at 324 Main St,6494 Commerce St,San Antonio,78242,San Antonio Property Owner 1579,San Antonio Builders LLC 9,(210) 440-4998,378564,APPROVED,District 6
SA25112579,2025-11-04,REPAIR,San Antonio Project 1580,Construction work at 2309 Broadway,3418 Houston St,San Antonio,78252,San Antonio Property Owner 1580,San Antonio Builders LLC 10,(210) 569-2317,90504,ISSUED,District 3
SA25112580,2025-11-08,REPAIR,San Antonio Project 1581,Construction work at 5733 Broadway,7654 Houston St,San Antonio,78244,San Antonio Property Owner 1581,San Antonio Builders LLC 1,(210) 803-6971,384218,ISSUED,District 3
SA25112581,2025-11-27,ELECTRICAL,San Antonio Project 1582,Construction work at 7095 San Pedro Ave,5790 San Pedro Ave,San Antonio,78254,San Antonio Property Owner 1582,San Antonio Builders LLC 2,(210) 538-1890,54863,FINALED,District 5
SA25112582,2025-11-18,REPAIR,San Antonio Project 1583,Construction work at 662 Broadway,1753 Houston St,San Antonio,78244,San Antonio Property Owner 1583,San Antonio Builders LLC 3,(210) 352-5833,323890,ISSUED,District 2
SA25112583,2025-11-03,REMODEL,San Antonio Project 1584,Construction work at 2014 Broadway,7836 Commerce St,San Antonio,78224,San Antonio Property Owner 1584,San Antonio Builders LLC 4,(210) 707-9718,229147,FINALED,District 7
SA25112584,2025-11-27,REMODEL,San Antonio Project 1585,Construction work at 279 San Pedro Ave,1698 Commerce St,San Antonio,78231,San Antonio Property Owner 1585,San Antonio Builders LLC 5,(210) 857-8389,424403,APPROVED,District 1
SA25112585,2025-11-28,ADDITION,San Antonio Project 1586,Construction work at 4970 Houston St,7184 Commerce St,San Antonio,78243,San Antonio Property Owner 1586,San Antonio Builders LLC 6,(210) 238-2084,399076,FINALED,District 2
SA25112586,2025-11-23,REMODEL,San Antonio Project 1587,Construction work at 4881 Broadway,346 Houston St,San Antonio,78270,San Antonio Property Owner 1587,San Antonio Builders LLC 7,(210) 537-8033,114634,APPROVED,District 8
SA25112587,2025-11-27,ADDITION,San Antonio Project 1588,Construction work at 9489 Broadway,2104 Houston St,San Antonio,78272,San Antonio Property Owner 1588,San Antonio Builders LLC 8,(210) 983-8246,318020,APPROVED,District 9
SA25112588,2025-11-03,PLUMBING,San Antonio Project 1589,Construction work at 597 Commerce St,7852 Main St,San Antonio,78216,San Antonio Property Owner 1589,San Antonio Builders LLC 9,(210) 906-8104,282216,ISSUED,District 5
SA25112589,2025-11-14,REMODEL,San Antonio Project 1590,Construction work at 2611 Houston St,1261 Broadway,San Antonio,78286,San Antonio Property Owner 1590,San Antonio Builders LLC 10,(210) 430-5821,323744,FINALED,District 10
SA25112590,2025-10-30,ADDITION,San Antonio Project 1591,Construction work at 2837 Main St,1725 Main St,San Antonio,78233,San Antonio Property Owner 1591,San Antonio Builders LLC 1,(210) 975-6683,143729,FINALED,District 5
SA25112591,2025-11-09,ADDITION,San Antonio Project 1592,Construction work at 2408 San Pedro Ave,6954 Houston St,San Antonio,78222,San Antonio Property Owner 1592,San Antonio Builders LLC 2,(210) 896-4315,485548,FINALED,District 9
SA25112592,2025-11-04,REMODEL,San Antonio Project 1593,Construction work at 4958 San Pedro Ave,7171 Commerce St,San Antonio,78221,San Antonio Property Owner 1593,San Antonio Builders LLC 3,(210) 867-4628,217846,PENDING,District 4
SA25112593,2025-11-13,REPAIR,San Antonio Project 1594,Construction work at 8117 Broadway,8132 Broadway,San Antonio,78295,San Antonio Property Owner 1594,San Antonio Builders LLC 4,(210) 988-7335,404482,APPROVED,District 4
SA25112594,2025-11-21,REPAIR,San Antonio Project 1595,Construction work at 9813 Commerce St,7972 San Pedro Ave,San Antonio,78213,San Antonio Property Owner 1595,San Antonio Builders LLC 5,(210) 852-2914,361023,APPROVED,District 4
SA25112595,2025-11-28,ELECTRICAL,San Antonio Project 1596,Construction work at 6100 Houston St,1987 Main St,San Antonio,78247,San Antonio Property Owner 1596,San Antonio Builders LLC 6,(210) 286-9019,82606,ISSUED,District 5
SA25112596,2025-11-02,REPAIR,San Antonio Project 1597,Construction work at 9077 Commerce St,205 Main St,San Antonio,78212,San Antonio Property Owner 1597,San Antonio Builders LLC 7,(210) 421-9344,394058,APPROVED,District 5
SA25112597,2025-11-01,ELECTRICAL,San Antonio Project 1598,Construction work at 125 Main St,5555 Houston St,San Antonio,78274,San Antonio Property Owner 1598,San Antonio Builders LLC 8,(210) 530-9541,135890,PENDING,District 1
SA25112598,2025-11-02,ELECTRICAL,San Antonio Project 1599,Construction work at 4459 San Pedro Ave,8006 San Pedro Ave,San Antonio,78252,San Antonio Property Owner 1599,San Antonio Builders LLC 9,(210) 950-3029,81614,APPROVED,District 8
SA25112599,2025-11-17,ELECTRICAL,San Antonio Project 1600,Construction work at 8325 Commerce St,8567 Main St,San Antonio,78263,San Antonio Property Owner 1600,San Antonio Builders LLC 10,(210) 202-3558,157211,APPROVED,District 2
SA25112600,2025-11-21,ADDITION,San Antonio Project 1601,Construction work at 5319 Broadway,8276 Broadway,San Antonio,78262,San Antonio Property Owner 1601,San Antonio Builders LLC 1,(210) 711-4524,139688,ISSUED,District 4
SA25112601,2025-11-26,ELECTRICAL,San Antonio Project 1602,Construction work at 5716 San Pedro Ave,2340 Houston St,San Antonio,78249,San Antonio Property Owner 1602,San Antonio Builders LLC 2,(210) 487-5183,173266,ISSUED,District 3
SA25112602,2025-11-18,REMODEL,San Antonio Project 1603,Construction work at 773 Main St,1178 Commerce St,San Antonio,78296,San Antonio Property Owner 1603,San Antonio Builders LLC 3,(210) 759-4188,460305,FINALED,District 8
SA25112603,2025-11-22,PLUMBING,San Antonio Project 1604,Construction work at 4229 Houston St,333 Commerce St,San Antonio,78236,San Antonio Property Owner 1604,San Antonio Builders LLC 4,(210) 477-9665,132970,FINALED,District 8
SA25112604,2025-11-05,NEW CONSTRUCTION,San Antonio Project 1605,Construction work at 2520 Houston St,5234 San Pedro Ave,San Antonio,78255,San Antonio Property Owner 1605,San Antonio Builders LLC 5,(210) 332-9356,387999,FINALED,District 8
SA25112605,2025-11-06,ADDITION,San Antonio Project 1606,Construction work at 9382 Main St,2050 Houston St,San Antonio,78277,San Antonio Property Owner 1606,San Antonio Builders LLC 6,(210) 427-3896,475655,APPROVED,District 7
