permit_number,address,type,value,issued_date,status
NSH251111329,925 Church St,REMODEL,457484,2025-09-25,ISSUED
NSH251111330,2886 West End Ave,NEW CONSTRUCTION,68664,2025-09-09,ISSUED
NSH251111331,9067 Church St,REMODEL,437195,2025-09-23,ISSUED
NSH251111332,2309 Church St,NEW CONSTRUCTION,63929,2025-11-29,ISSUED
NSH251111333,3433 Broadway,ADDITION,175067,2025-10-26,ISSUED
NSH251111334,9245 Charlotte Ave,NEW CONSTRUCTION,397719,2025-09-25,ISSUED
NSH251111335,1175 Church St,REMODEL,357603,2025-11-16,ISSUED
NSH251111336,5360 Broadway,NEW CONSTRUCTION,115913,2025-10-10,ISSUED
NSH251111337,2059 Woodland St,NEW CONSTRUCTION,328589,2025-11-10,ISSUED
NSH251111338,3040 West End Ave,REMODEL,114518,2025-11-04,ISSUED
NSH251111339,8019 Broadway,NEW CONSTRUCTION,498335,2025-10-19,ISSUED
NSH251111340,5658 Charlotte Ave,ADDITION,445271,2025-09-11,ISSUED
NSH251111341,8112 Broadway,REMODEL,401675,2025-11-26,ISSUED
NSH251111342,3632 Church St,NEW CONSTRUCTION,228047,2025-10-15,ISSUED
NSH251111343,1569 West End Ave,REMODEL,450931,2025-11-29,ISSUED
NSH251111344,3596 Broadway,NEW CONSTRUCTION,319941,2025-10-09,ISSUED
NSH251111345,2005 Charlotte Ave,NEW CONSTRUCTION,312174,2025-09-22,ISSUED
NSH251111346,4716 Church St,REMODEL,123866,2025-11-08,ISSUED
NSH251111347,7421 Church St,ADDITION,374153,2025-10-25,ISSUED
NSH251111348,6920 Charlotte Ave,ADDITION,315969,2025-09-13,ISSUED
NSH251111349,2768 Church St,ADDITION,198029,2025-11-03,ISSUED
NSH251111350,3755 West End Ave,ADDITION,142901,2025-10-21,ISSUED
NSH251111351,2539 Charlotte Ave,REMODEL,322582,2025-09-04,ISSUED
NSH251111352,4612 Broadway,REMODEL,189217,2025-11-04,ISSUED
NSH251111353,711 Church St,NEW CONSTRUCTION,293887,2025-09-21,ISSUED
NSH251111354,6365 Broadway,REMODEL,167808,2025-10-14,ISSUED
NSH251111355,8730 Church St,REMODEL,137301,2025-11-11,ISSUED
NSH251111356,5646 Church St,NEW CONSTRUCTION,59859,2025-10-28,ISSUED
NSH251111357,9340 West End Ave,NEW CONSTRUCTION,112662,2025-10-29,ISSUED
NSH251111358,5271 Charlotte Ave,REMODEL,336862,2025-09-06,ISSUED
NSH251111359,6339 Woodland St,REMODEL,260124,2025-10-31,ISSUED
NSH251111360,9514 West End Ave,REMODEL,225428,2025-08-31,ISSUED
NSH251111361,4344 West End Ave,REMODEL,439712,2025-09-15,ISSUED
NSH251111362,3933 Woodland St,ADDITION,164522,2025-11-21,ISSUED
NSH251111363,6741 Broadway,REMODEL,440908,2025-09-09,ISSUED
NSH251111364,6195 Broadway,NEW CONSTRUCTION,138280,2025-09-12,ISSUED
NSH251111365,2772 West End Ave,REMODEL,362408,2025-11-26,ISSUED
NSH251111366,5831 Woodland St,NEW CONSTRUCTION,476921,2025-11-12,ISSUED
NSH251111367,237 Church St,NEW CONSTRUCTION,181740,2025-11-14,ISSUED
NSH251111368,7242 Church St,ADDITION,325205,2025-10-30,ISSUED
NSH251111369,3846 Broadway,ADDITION,201372,2025-09-02,ISSUED
NSH251111370,310 Church St,NEW CONSTRUCTION,399139,2025-10-18,ISSUED
NSH251111371,4780 Charlotte Ave,ADDITION,335950,2025-10-27,ISSUED
NSH251111372,1996 Broadway,ADDITION,140765,2025-09-14,ISSUED
NSH251111373,1629 Charlotte Ave,REMODEL,463019,2025-09-20,ISSUED
NSH251111374,3801 Charlotte Ave,ADDITION,115019,2025-11-23,ISSUED
NSH251111375,2979 Church St,NEW CONSTRUCTION,181263,2025-08-31,ISSUED
NSH251111376,5994 West End Ave,NEW CONSTRUCTION,299542,2025-10-29,ISSUED
NSH251111377,3881 Charlotte Ave,REMODEL,136056,2025-09-03,ISSUED
NSH251111378,7602 West End Ave,NEW CONSTRUCTION,496872,2025-09-04,ISSUED
NSH251111379,9594 Woodland St,ADDITION,253485,2025-09-28,ISSUED
NSH251111380,724 Woodland St,NEW CONSTRUCTION,115081,2025-09-03,ISSUED
NSH251111381,2016 Charlotte Ave,REMODEL,53047,2025-11-16,ISSUED
NSH251111382,8950 Church St,ADDITION,237834,2025-09-14,ISSUED
NSH251111383,2554 Church St,ADDITION,306888,2025-09-29,ISSUED
NSH251111384,7645 Church St,ADDITION,216777,2025-10-22,ISSUED
NSH251111385,2351 Woodland St,REMODEL,289530,2025-10-05,ISSUED
NSH251111386,6389 West End Ave,ADDITION,208289,2025-11-01,ISSUED
NSH251111387,564 Charlotte Ave,REMODEL,51518,2025-08-31,ISSUED
NSH251111388,7144 West End Ave,REMODEL,429311,2025-10-30,ISSUED
NSH251111389,7477 Church St,REMODEL,330748,2025-10-23,ISSUED
NSH251111390,2767 Charlotte Ave,REMODEL,144775,2025-09-22,ISSUED
NSH251111391,9448 Church St,ADDITION,425147,2025-11-04,ISSUED
NSH251111392,6137 Church St,REMODEL,234586,2025-09-14,ISSUED
NSH251111393,2983 Broadway,REMODEL,435615,2025-11-03,ISSUED
NSH251111394,670 West End Ave,ADDITION,332384,2025-11-07,ISSUED
NSH251111395,6758 Charlotte Ave,NEW CONSTRUCTION,95737,2025-10-16,ISSUED
NSH251111396,4566 Charlotte Ave,ADDITION,344559,2025-10-05,ISSUED
NSH251111397,9360 Woodland St,NEW CONSTRUCTION,438108,2025-10-16,ISSUED
NSH251111398,8562 Woodland St,REMODEL,433314,2025-10-12,ISSUED
NSH251111399,5491 West End Ave,NEW CONSTRUCTION,349854,2025-11-15,ISSUED
NSH251111400,2380 Church St,NEW CONSTRUCTION,306105,2025-09-03,ISSUED
NSH251111401,6959 Church St,NEW CONSTRUCTION,221306,2025-10-22,ISSUED
NSH251111402,8574 Charlotte Ave,ADDITION,389280,2025-10-19,ISSUED
NSH251111403,3033 Church St,ADDITION,490422,2025-10-07,ISSUED
NSH251111404,5184 Broadway,NEW CONSTRUCTION,307241,2025-09-08,ISSUED
NSH251111405,2586 Church St,REMODEL,439458,2025-08-31,ISSUED
NSH251111406,6294 West End Ave,NEW CONSTRUCTION,262084,2025-09-20,ISSUED
NSH251111407,8454 Charlotte Ave,ADDITION,292967,2025-11-18,ISSUED
NSH251111408,861 Woodland St,REMODEL,248796,2025-10-11,ISSUED
NSH251111409,8526 Woodland St,REMODEL,163415,2025-10-31,ISSUED
NSH251111410,9299 Church St,ADDITION,339872,2025-10-08,ISSUED
NSH251111411,9813 Broadway,NEW CONSTRUCTION,435169,2025-11-07,ISSUED
NSH251111412,9965 West End Ave,NEW CONSTRUCTION,281516,2025-10-20,ISSUED
NSH251111413,8288 Woodland St,NEW CONSTRUCTION,106592,2025-09-14,ISSUED
NSH251111414,6659 Broadway,ADDITION,191361,2025-10-15,ISSUED
NSH251111415,1613 West End Ave,REMODEL,429149,2025-10-17,ISSUED
NSH251111416,3423 Broadway,ADDITION,177912,2025-09-03,ISSUED
NSH251111417,1087 Church St,REMODEL,342218,2025-09-09,ISSUED
NSH251111418,6565 Church St,NEW CONSTRUCTION,319517,2025-10-11,ISSUED
NSH251111419,9722 Broadway,REMODEL,104436,2025-11-29,ISSUED
NSH251111420,577 Woodland St,REMODEL,166319,2025-11-12,ISSUED
NSH251111421,3427 Broadway,NEW CONSTRUCTION,323478,2025-11-27,ISSUED
NSH251111422,4531 Charlotte Ave,ADDITION,285776,2025-10-17,ISSUED
NSH251111423,2366 Church St,NEW CONSTRUCTION,60916,2025-10-11,ISSUED
NSH251111424,7716 Charlotte Ave,ADDITION,364221,2025-11-07,ISSUED
NSH251111425,4626 West End Ave,ADDITION,395047,2025-10-16,ISSUED
NSH251111426,5535 Church St,REMODEL,165604,2025-09-10,ISSUED
NSH251111427,4018 Woodland St,ADDITION,145246,2025-11-26,ISSUED
NSH251111428,9051 Charlotte Ave,NEW CONSTRUCTION,420699,2025-09-03,ISSUED
NSH251111429,5167 Woodland St,NEW CONSTRUCTION,191870,2025-10-12,ISSUED
NSH251111430,3025 Broadway,ADDITION,483137,2025-09-11,ISSUED
NSH251111431,1595 West End Ave,ADDITION,297580,2025-09-16,ISSUED
NSH251111432,340 West End Ave,REMODEL,236829,2025-10-22,ISSUED
NSH251111433,3393 Woodland St,NEW CONSTRUCTION,297849,2025-10-10,ISSUED
NSH251111434,3418 West End Ave,NEW CONSTRUCTION,81385,2025-09-16,ISSUED
NSH251111435,4305 Woodland St,NEW CONSTRUCTION,388701,2025-10-19,ISSUED
NSH251111436,8637 Woodland St,REMODEL,447483,2025-11-17,ISSUED
NSH251111437,4424 Woodland St,REMODEL,390215,2025-10-26,ISSUED
NSH251111438,6559 Woodland St,REMODEL,231720,2025-11-27,ISSUED
NSH251111439,3232 West End Ave,ADDITION,175295,2025-11-24,ISSUED
NSH251111440,6965 Woodland St,ADDITION,249889,2025-09-04,ISSUED
NSH251111441,5158 Church St,REMODEL,78059,2025-11-18,ISSUED
NSH251111442,6627 Charlotte Ave,ADDITION,248491,2025-11-08,ISSUED
NSH251111443,6089 Charlotte Ave,REMODEL,274323,2025-11-28,ISSUED
NSH251111444,1594 Broadway,REMODEL,331077,2025-09-26,ISSUED
NSH251111445,5899 West End Ave,REMODEL,412042,2025-09-01,ISSUED
NSH251111446,8321 Broadway,ADDITION,499882,2025-11-25,ISSUED
NSH251111447,7897 Woodland St,ADDITION,374394,2025-09-19,ISSUED
NSH251111448,3849 Broadway,NEW CONSTRUCTION,455557,2025-09-16,ISSUED
NSH251111449,4200 Church St,REMODEL,313325,2025-11-29,ISSUED
NSH251111450,8936 Church St,REMODEL,106934,2025-11-29,ISSUED
NSH251111451,9039 West End Ave,ADDITION,159066,2025-10-11,ISSUED
NSH251111452,9576 West End Ave,REMODEL,461263,2025-11-17,ISSUED
NSH251111453,9511 West End Ave,NEW CONSTRUCTION,377948,2025-11-09,ISSUED
NSH251111454,6803 Broadway,ADDITION,188952,2025-10-28,ISSUED
NSH251111455,379 West End Ave,REMODEL,160197,2025-11-26,ISSUED
NSH251111456,4195 Church St,ADDITION,349383,2025-10-27,ISSUED
NSH251111457,2419 West End Ave,NEW CONSTRUCTION,146954,2025-09-05,ISSUED
NSH251111458,4544 Woodland St,REMODEL,319528,2025-09-25,ISSUED
NSH251111459,2185 Charlotte Ave,NEW CONSTRUCTION,375802,2025-09-11,ISSUED
NSH251111460,7102 Church St,ADDITION,74020,2025-11-06,ISSUED
NSH251111461,8827 West End Ave,NEW CONSTRUCTION,336936,2025-11-29,ISSUED
NSH251111462,1198 Broadway,ADDITION,204889,2025-09-05,ISSUED
NSH251111463,7068 West End Ave,ADDITION,356604,2025-08-31,ISSUED
NSH251111464,2886 Woodland St,NEW CONSTRUCTION,498480,2025-11-16,ISSUED
NSH251111465,7256 West End Ave,NEW CONSTRUCTION,94491,2025-11-28,ISSUED
NSH251111466,6488 Woodland St,REMODEL,81075,2025-10-22,ISSUED
NSH251111467,2104 Woodland St,NEW CONSTRUCTION,368135,2025-11-15,ISSUED
NSH251111468,4140 Broadway,REMODEL,83369,2025-11-01,ISSUED
NSH251111469,933 Broadway,ADDITION,296174,2025-09-29,ISSUED
NSH251111470,9081 Broadway,REMODEL,126072,2025-11-06,ISSUED
NSH251111471,6579 Charlotte Ave,NEW CONSTRUCTION,229601,2025-10-21,ISSUED
NSH251111472,4769 Church St,ADDITION,398586,2025-11-22,ISSUED
NSH251111473,3636 West End Ave,ADDITION,114467,2025-10-22,ISSUED
NSH251111474,2754 Charlotte Ave,ADDITION,341655,2025-10-12,ISSUED
NSH251111475,6282 Charlotte Ave,NEW CONSTRUCTION,230509,2025-10-14,ISSUED
NSH251111476,4126 Woodland St,ADDITION,369745,2025-11-16,ISSUED
NSH251111477,2945 Church St,REMODEL,310113,2025-09-08,ISSUED
NSH251111478,2684 Woodland St,ADDITION,281355,2025-09-20,ISSUED
NSH251111479,9679 West End Ave,NEW CONSTRUCTION,309346,2025-11-02,ISSUED
NSH251111480,4991 Broadway,ADDITION,60315,2025-10-30,ISSUED
NSH251111481,102 Woodland St,NEW CONSTRUCTION,234761,2025-11-07,ISSUED
NSH251111482,1648 Church St,REMODEL,359452,2025-08-31,ISSUED
NSH251111483,7191 West End Ave,ADDITION,235095,2025-10-28,ISSUED
NSH251111484,6090 Church St,NEW CONSTRUCTION,298454,2025-10-09,ISSUED
NSH251111485,7645 Church St,REMODEL,156229,2025-10-08,ISSUED
NSH251111486,9529 Charlotte Ave,REMODEL,66829,2025-11-29,ISSUED
NSH251111487,8070 Charlotte Ave,NEW CONSTRUCTION,370371,2025-09-17,ISSUED
NSH251111488,4820 Woodland St,ADDITION,313680,2025-11-15,ISSUED
NSH251111489,3414 Woodland St,NEW CONSTRUCTION,119481,2025-11-02,ISSUED
NSH251111490,9364 Broadway,ADDITION,377833,2025-10-24,ISSUED
NSH251111491,234 Charlotte Ave,ADDITION,431070,2025-11-29,ISSUED
NSH251111492,3691 West End Ave,REMODEL,397349,2025-10-13,ISSUED
NSH251111493,5153 Church St,REMODEL,297967,2025-09-04,ISSUED
NSH251111494,1642 Woodland St,REMODEL,57307,2025-09-13,ISSUED
NSH251111495,2333 Woodland St,ADDITION,434736,2025-10-24,ISSUED
NSH251111496,1742 Woodland St,NEW CONSTRUCTION,246568,2025-09-05,ISSUED
NSH251111497,7729 Broadway,ADDITION,355885,2025-10-15,ISSUED
NSH251111498,536 Woodland St,ADDITION,424796,2025-09-01,ISSUED
NSH251111499,264 West End Ave,ADDITION,281704,2025-11-07,ISSUED
NSH251111500,3068 West End Ave,NEW CONSTRUCTION,411003,2025-09-11,ISSUED
NSH251111501,3855 West End Ave,ADDITION,202081,2025-10-29,ISSUED
NSH251111502,3695 Woodland St,REMODEL,215934,2025-11-28,ISSUED
NSH251111503,498 Broadway,ADDITION,382210,2025-09-25,ISSUED
NSH251111504,9892 Charlotte Ave,NEW CONSTRUCTION,442402,2025-10-20,ISSUED
NSH251111505,9672 Woodland St,REMODEL,226204,2025-11-24,ISSUED
NSH251111506,6955 West End Ave,REMODEL,100115,2025-11-26,ISSUED
NSH251111507,8229 Church St,NEW CONSTRUCTION,247943,2025-09-24,ISSUED
NSH251111508,5430 Broadway,NEW CONSTRUCTION,174515,2025-09-11,ISSUED
NSH251111509,7726 Church St,NEW CONSTRUCTION,387816,2025-11-27,ISSUED
NSH251111510,4467 Broadway,NEW CONSTRUCTION,336320,2025-09-24,ISSUED
NSH251111511,9604 Broadway,NEW CONSTRUCTION,337120,2025-09-05,ISSUED
NSH251111512,5040 Church St,NEW CONSTRUCTION,468815,2025-10-04,ISSUED
NSH251111513,7810 Woodland St,REMODEL,426700,2025-10-18,ISSUED
NSH251111514,2908 West End Ave,NEW CONSTRUCTION,285339,2025-10-17,ISSUED
NSH251111515,6002 Charlotte Ave,REMODEL,332374,2025-11-20,ISSUED
NSH251111516,6377 Woodland St,NEW CONSTRUCTION,191653,2025-10-21,ISSUED
NSH251111517,6701 Woodland St,NEW CONSTRUCTION,162791,2025-09-19,ISSUED
NSH251111518,769 Broadway,REMODEL,118981,2025-09-08,ISSUED
NSH251111519,1859 Woodland St,ADDITION,278793,2025-11-13,ISSUED
NSH251111520,9649 Church St,REMODEL,484954,2025-09-29,ISSUED
NSH251111521,9597 West End Ave,ADDITION,390047,2025-11-21,ISSUED
NSH251111522,8184 Woodland St,NEW CONSTRUCTION,182926,2025-10-24,ISSUED
NSH251111523,2015 Broadway,ADDITION,215636,2025-11-23,ISSUED
NSH251111524,7661 Woodland St,NEW CONSTRUCTION,298401,2025-11-27,ISSUED
NSH251111525,4275 Charlotte Ave,NEW CONSTRUCTION,325096,2025-09-05,ISSUED
NSH251111526,8790 Church St,ADDITION,440626,2025-10-26,ISSUED
NSH251111527,1439 Charlotte Ave,ADDITION,137257,2025-10-20,ISSUED
NSH251111528,9138 West End Ave,ADDITION,98629,2025-10-24,ISSUED
NSH251111529,9870 West End Ave,ADDITION,421613,2025-09-11,ISSUED
NSH251111530,6674 Broadway,NEW CONSTRUCTION,420044,2025-11-01,ISSUED
NSH251111531,5716 Church St,REMODEL,430846,2025-10-20,ISSUED
NSH251111532,4120 Charlotte Ave,REMODEL,375762,2025-11-11,ISSUED
NSH251111533,9073 Woodland St,ADDITION,179102,2025-11-14,ISSUED
NSH251111534,7789 West End Ave,REMODEL,498304,2025-11-07,ISSUED
NSH251111535,6348 Woodland St,NEW CONSTRUCTION,393795,2025-09-22,ISSUED
NSH251111536,9429 Broadway,ADDITION,429654,2025-09-17,ISSUED
NSH251111537,3519 Church St,NEW CONSTRUCTION,248443,2025-10-15,ISSUED
NSH251111538,5413 West End Ave,REMODEL,432539,2025-09-17,ISSUED
NSH251111539,4807 Woodland St,NEW CONSTRUCTION,418612,2025-10-28,ISSUED
NSH251111540,349 Broadway,ADDITION,163748,2025-11-11,ISSUED
NSH251111541,9395 Broadway,ADDITION,243533,2025-09-24,ISSUED
NSH251111542,2009 West End Ave,REMODEL,441287,2025-09-13,ISSUED
NSH251111543,3457 Broadway,REMODEL,292602,2025-09-08,ISSUED
NSH251111544,6912 Charlotte Ave,NEW CONSTRUCTION,449561,2025-10-20,ISSUED
NSH251111545,5419 Church St,NEW CONSTRUCTION,460671,2025-10-12,ISSUED
NSH251111546,4835 Broadway,ADDITION,265933,2025-11-13,ISSUED
NSH251111547,772 Charlotte Ave,NEW CONSTRUCTION,454539,2025-09-19,ISSUED
NSH251111548,7579 West End Ave,ADDITION,99355,2025-10-08,ISSUED
NSH251111549,4639 West End Ave,REMODEL,228466,2025-11-21,ISSUED
NSH251111550,747 Charlotte Ave,NEW CONSTRUCTION,100782,2025-10-20,ISSUED
NSH251111551,6074 Broadway,ADDITION,76611,2025-09-07,ISSUED
NSH251111552,3123 Church St,NEW CONSTRUCTION,377386,2025-10-19,ISSUED
NSH251111553,259 Charlotte Ave,ADDITION,338349,2025-10-20,ISSUED
NSH251111554,8552 Charlotte Ave,ADDITION,154779,2025-10-14,ISSUED
NSH251111555,8419 Charlotte Ave,NEW CONSTRUCTION,340192,2025-09-23,ISSUED
NSH251111556,7039 Broadway,NEW CONSTRUCTION,210406,2025-11-18,ISSUED
NSH251111557,1183 Charlotte Ave,ADDITION,208034,2025-09-30,ISSUED
NSH251111558,661 Charlotte Ave,REMODEL,63654,2025-09-28,ISSUED
NSH251111559,4909 West End Ave,NEW CONSTRUCTION,392053,2025-09-21,ISSUED
NSH251111560,6563 Broadway,NEW CONSTRUCTION,258506,2025-09-23,ISSUED
NSH251111561,4594 Church St,REMODEL,325641,2025-09-05,ISSUED
NSH251111562,4775 Charlotte Ave,NEW CONSTRUCTION,53352,2025-11-22,ISSUED
NSH251111563,1043 West End Ave,REMODEL,239747,2025-09-16,ISSUED
NSH251111564,6775 Church St,ADDITION,228148,2025-09-21,ISSUED
NSH251111565,2521 Church St,ADDITION,421625,2025-09-18,ISSUED
NSH251111566,8207 Charlotte Ave,REMODEL,280748,2025-10-17,ISSUED
NSH251111567,1760 Church St,REMODEL,366898,2025-10-07,ISSUED
NSH251111568,5116 West End Ave,ADDITION,334694,2025-10-04,ISSUED
NSH251111569,9662 Church St,REMODEL,377605,2025-10-30,ISSUED
NSH251111570,2456 Broadway,NEW CONSTRUCTION,137757,2025-11-06,ISSUED
NSH251111571,6115 Woodland St,REMODEL,388130,2025-10-19,ISSUED
NSH251111572,6491 Woodland St,NEW CONSTRUCTION,111660,2025-11-07,ISSUED
NSH251111573,2351 Charlotte Ave,ADDITION,302661,2025-10-13,ISSUED
NSH251111574,6370 Broadway,ADDITION,273180,2025-10-05,ISSUED
NSH251111575,7223 Woodland St,NEW CONSTRUCTION,211739,2025-09-27,ISSUED
NSH251111576,4249 Charlotte Ave,REMODEL,328546,2025-11-11,ISSUED
NSH251111577,6081 Church St,ADDITION,181259,2025-09-21,ISSUED
NSH251111578,9074 Broadway,ADDITION,323980,2025-11-29,ISSUED
NSH251111579,9706 West End Ave,REMODEL,328946,2025-10-07,ISSUED
NSH251111580,3311 Charlotte Ave,ADDITION,292894,2025-09-18,ISSUED
NSH251111581,5383 Woodland St,REMODEL,179578,2025-10-14,ISSUED
NSH251111582,4971 Broadway,NEW CONSTRUCTION,473645,2025-11-20,ISSUED
NSH251111583,3281 Woodland St,NEW CONSTRUCTION,350630,2025-11-28,ISSUED
NSH251111584,9767 Broadway,NEW CONSTRUCTION,170339,2025-10-19,ISSUED
NSH251111585,3925 Woodland St,ADDITION,393357,2025-09-20,ISSUED
NSH251111586,5438 West End Ave,ADDITION,114828,2025-10-22,ISSUED
NSH251111587,5403 Charlotte Ave,ADDITION,247523,2025-10-28,ISSUED
NSH251111588,1282 Broadway,REMODEL,310954,2025-10-26,ISSUED
NSH251111589,8989 Church St,NEW CONSTRUCTION,356944,2025-11-24,ISSUED
NSH251111590,8070 Church St,ADDITION,495261,2025-11-05,ISSUED
NSH251111591,2730 Charlotte Ave,REMODEL,51027,2025-09-09,ISSUED
NSH251111592,7799 Church St,ADDITION,97389,2025-09-08,ISSUED
NSH251111593,5325 Church St,ADDITION,388171,2025-09-21,ISSUED
NSH251111594,9619 West End Ave,ADDITION,126425,2025-11-07,ISSUED
NSH251111595,9346 West End Ave,NEW CONSTRUCTION,498582,2025-10-31,ISSUED
NSH251111596,2191 Broadway,ADDITION,175824,2025-10-10,ISSUED
NSH251111597,9537 Woodland St,REMODEL,453829,2025-09-27,ISSUED
NSH251111598,2752 Broadway,REMODEL,296421,2025-11-10,ISSUED
NSH251111599,2743 West End Ave,REMODEL,370903,2025-09-27,ISSUED
NSH251111600,458 Woodland St,NEW CONSTRUCTION,484012,2025-10-05,ISSUED
NSH251111601,1867 Church St,REMODEL,225267,2025-11-18,ISSUED
NSH251111602,3288 Woodland St,REMODEL,217208,2025-09-29,ISSUED
NSH251111603,6471 Broadway,NEW CONSTRUCTION,269487,2025-10-20,ISSUED
NSH251111604,2175 Broadway,NEW CONSTRUCTION,441693,2025-11-05,ISSUED
NSH251111605,1172 Woodland St,REMODEL,391829,2025-11-28,ISSUED
NSH251111606,6684 Charlotte Ave,ADDITION,454775,2025-09-12,ISSUED
NSH251111607,5599 West End Ave,REMODEL,218324,2025-10-19,ISSUED
NSH251111608,5988 Charlotte Ave,NEW CONSTRUCTION,300945,2025-10-07,ISSUED
NSH251111609,9186 Woodland St,REMODEL,51953,2025-10-15,ISSUED
NSH251111610,3905 Broadway,ADDITION,77614,2025-09-23,ISSUED
NSH251111611,3605 Woodland St,ADDITION,412629,2025-10-01,ISSUED
NSH251111612,7916 Woodland St,REMODEL,321745,2025-10-29,ISSUED
NSH251111613,9525 Church St,NEW CONSTRUCTION,244812,2025-10-15,ISSUED
NSH251111614,9835 Woodland St,REMODEL,189574,2025-09-05,ISSUED
NSH251111615,3827 Charlotte Ave,NEW CONSTRUCTION,428748,2025-11-17,ISSUED
NSH251111616,2151 Church St,ADDITION,92472,2025-09-25,ISSUED
NSH251111617,9694 West End Ave,REMODEL,70119,2025-11-23,ISSUED
NSH251111618,8609 Church St,REMODEL,419928,2025-11-08,ISSUED
NSH251111619,7164 West End Ave,NEW CONSTRUCTION,422782,2025-10-25,ISSUED
NSH251111620,2170 Charlotte Ave,REMODEL,296458,2025-09-03,ISSUED
NSH251111621,4083 Church St,REMODEL,108487,2025-09-05,ISSUED
NSH251111622,6452 West End Ave,ADDITION,463980,2025-11-01,ISSUED
NSH251111623,6284 Woodland St,REMODEL,493168,2025-10-22,ISSUED
NSH251111624,250 West End Ave,ADDITION,302589,2025-11-13,ISSUED
NSH251111625,9265 Church St,ADDITION,286271,2025-11-17,ISSUED
NSH251111626,2988 Charlotte Ave,ADDITION,248926,2025-11-20,ISSUED
NSH251111627,7190 Charlotte Ave,ADDITION,281632,2025-11-10,ISSUED
NSH251111628,3190 Woodland St,REMODEL,491795,2025-09-12,ISSUED
NSH251111629,5871 Woodland St,REMODEL,455547,2025-11-10,ISSUED
NSH251111630,3186 Charlotte Ave,REMODEL,170313,2025-11-25,ISSUED
NSH251111631,4726 Woodland St,NEW CONSTRUCTION,355929,2025-11-28,ISSUED
NSH251111632,2318 Broadway,NEW CONSTRUCTION,335693,2025-10-30,ISSUED
NSH251111633,343 Broadway,REMODEL,312532,2025-10-18,ISSUED
NSH251111634,3774 West End Ave,ADDITION,293689,2025-09-30,ISSUED
NSH251111635,1046 Charlotte Ave,ADDITION,155804,2025-09-07,ISSUED
NSH251111636,8141 Church St,NEW CONSTRUCTION,117900,2025-10-19,ISSUED
NSH251111637,2142 Broadway,ADDITION,223473,2025-10-02,ISSUED
NSH251111638,6947 West End Ave,NEW CONSTRUCTION,188316,2025-10-29,ISSUED
NSH251111639,1503 Broadway,ADDITION,436483,2025-09-29,ISSUED
NSH251111640,9970 Woodland St,NEW CONSTRUCTION,363001,2025-09-29,ISSUED
NSH251111641,9740 West End Ave,REMODEL,97608,2025-11-06,ISSUED
NSH251111642,1853 Broadway,NEW CONSTRUCTION,178539,2025-10-16,ISSUED
NSH251111643,9587 Broadway,NEW CONSTRUCTION,174325,2025-10-25,ISSUED
NSH251111644,5120 West End Ave,ADDITION,371186,2025-10-30,ISSUED
NSH251111645,3430 Woodland St,REMODEL,201983,2025-10-30,ISSUED
NSH251111646,5860 Charlotte Ave,REMODEL,419359,2025-11-05,ISSUED
NSH251111647,1766 Church St,ADDITION,103565,2025-11-05,ISSUED
NSH251111648,2835 West End Ave,NEW CONSTRUCTION,161447,2025-10-20,ISSUED
NSH251111649,2198 Broadway,ADDITION,121138,2025-10-02,ISSUED
NSH251111650,8881 Woodland St,ADDITION,361423,2025-09-19,ISSUED
NSH251111651,8638 Broadway,REMODEL,161324,2025-10-29,ISSUED
NSH251111652,539 Broadway,ADDITION,335632,2025-09-17,ISSUED
NSH251111653,6861 West End Ave,REMODEL,149689,2025-10-23,ISSUED
NSH251111654,5396 Woodland St,REMODEL,346059,2025-09-18,ISSUED
NSH251111655,908 Broadway,NEW CONSTRUCTION,462153,2025-10-29,ISSUED
NSH251111656,8780 West End Ave,REMODEL,122326,2025-10-27,ISSUED
NSH251111657,1708 Charlotte Ave,REMODEL,304766,2025-11-13,ISSUED
NSH251111658,1582 West End Ave,NEW CONSTRUCTION,239705,2025-09-22,ISSUED
NSH251111659,3535 Charlotte Ave,ADDITION,200974,2025-10-09,ISSUED
NSH251111660,4455 Charlotte Ave,ADDITION,287446,2025-10-01,ISSUED
NSH251111661,4747 Church St,ADDITION,164148,2025-09-21,ISSUED
NSH251111662,9498 Charlotte Ave,NEW CONSTRUCTION,392971,2025-11-29,ISSUED
NSH251111663,9320 Church St,ADDITION,85924,2025-11-28,ISSUED
NSH251111664,8931 Woodland St,NEW CONSTRUCTION,307126,2025-11-11,ISSUED
NSH251111665,7039 Church St,NEW CONSTRUCTION,130243,2025-11-22,ISSUED
NSH251111666,9193 Charlotte Ave,NEW CONSTRUCTION,81870,2025-11-13,ISSUED
NSH251111667,9131 Broadway,ADDITION,84668,2025-08-31,ISSUED
NSH251111668,8829 Charlotte Ave,NEW CONSTRUCTION,151993,2025-11-22,ISSUED
NSH251111669,5192 Woodland St,ADDITION,387123,2025-10-24,ISSUED
NSH251111670,410 Broadway,REMODEL,217798,2025-11-15,ISSUED
NSH251111671,3212 Church St,NEW CONSTRUCTION,183864,2025-09-05,ISSUED
NSH251111672,462 Church St,REMODEL,463370,2025-09-23,ISSUED
NSH251111673,2624 Charlotte Ave,ADDITION,451958,2025-10-29,ISSUED
NSH251111674,7889 Broadway,NEW CONSTRUCTION,124277,2025-11-24,ISSUED
NSH251111675,3688 Charlotte Ave,NEW CONSTRUCTION,406494,2025-11-07,ISSUED
