permit_number,address,type,value,issued_date,status
HOU251111403,7142 Main St,NEW CONSTRUCTION,275687,2025-11-09,ISSUED
HOU251111404,1108 Main St,NEW CONSTRUCTION,97637,2025-09-26,ISSUED
HOU251111405,6908 Richmond Ave,ADDITION,409030,2025-10-23,ISSUED
HOU251111406,3183 Richmond Ave,REMODEL,313490,2025-11-06,ISSUED
HOU251111407,6379 Westheimer Rd,NEW CONSTRUCTION,349230,2025-09-03,ISSUED
HOU251111408,6416 Westheimer Rd,ADDITION,434783,2025-09-09,ISSUED
HOU251111409,7930 Memorial Dr,NEW CONSTRUCTION,393156,2025-09-24,ISSUED
HOU251111410,8159 Main St,ADDITION,153533,2025-11-29,ISSUED
HOU251111411,3570 Kirby Dr,REMODEL,452103,2025-10-02,ISSUED
HOU251111412,229 Shepherd Dr,ADDITION,424246,2025-11-04,ISSUED
HOU251111413,4602 Shepherd Dr,NEW CONSTRUCTION,421690,2025-09-22,ISSUED
HOU251111414,9711 Richmond Ave,REMODEL,430706,2025-11-06,ISSUED
HOU251111415,9600 Kirby Dr,NEW CONSTRUCTION,460933,2025-11-11,ISSUED
HOU251111416,8601 Kirby Dr,REMODEL,487974,2025-11-02,ISSUED
HOU251111417,3596 Richmond Ave,ADDITION,370426,2025-10-18,ISSUED
HOU251111418,4506 Main St,REMODEL,87067,2025-10-24,ISSUED
HOU251111419,4783 Richmond Ave,ADDITION,258484,2025-11-14,ISSUED
HOU251111420,2748 Memorial Dr,ADDITION,182226,2025-11-18,ISSUED
HOU251111421,1694 Kirby Dr,NEW CONSTRUCTION,156560,2025-09-05,ISSUED
HOU251111422,6770 Kirby Dr,ADDITION,390915,2025-09-16,ISSUED
HOU251111423,8586 Richmond Ave,REMODEL,298273,2025-10-29,ISSUED
HOU251111424,6272 Kirby Dr,REMODEL,168093,2025-11-03,ISSUED
HOU251111425,3926 Memorial Dr,NEW CONSTRUCTION,288879,2025-10-04,ISSUED
HOU251111426,8518 Main St,NEW CONSTRUCTION,309912,2025-09-09,ISSUED
HOU251111427,6378 Richmond Ave,NEW CONSTRUCTION,309562,2025-11-20,ISSUED
HOU251111428,5684 Memorial Dr,REMODEL,259027,2025-09-12,ISSUED
HOU251111429,3379 Main St,ADDITION,155272,2025-09-03,ISSUED
HOU251111430,2395 Kirby Dr,NEW CONSTRUCTION,446433,2025-11-19,ISSUED
HOU251111431,1724 Kirby Dr,NEW CONSTRUCTION,292999,2025-11-16,ISSUED
HOU251111432,4413 Main St,ADDITION,245256,2025-11-15,ISSUED
HOU251111433,6911 Main St,ADDITION,145914,2025-10-29,ISSUED
HOU251111434,1377 Richmond Ave,REMODEL,192802,2025-11-04,ISSUED
HOU251111435,930 Kirby Dr,ADDITION,81905,2025-11-19,ISSUED
HOU251111436,9708 Main St,ADDITION,368552,2025-11-02,ISSUED
HOU251111437,7415 Richmond Ave,REMODEL,157736,2025-11-11,ISSUED
HOU251111438,6716 Memorial Dr,ADDITION,421965,2025-11-08,ISSUED
HOU251111439,2541 Memorial Dr,REMODEL,181175,2025-10-28,ISSUED
HOU251111440,9273 Main St,ADDITION,143042,2025-09-18,ISSUED
HOU251111441,899 Westheimer Rd,ADDITION,229540,2025-10-13,ISSUED
HOU251111442,8377 Memorial Dr,REMODEL,300389,2025-10-27,ISSUED
HOU251111443,685 Richmond Ave,NEW CONSTRUCTION,218729,2025-11-02,ISSUED
HOU251111444,5546 Westheimer Rd,REMODEL,330175,2025-11-02,ISSUED
HOU251111445,9787 Memorial Dr,NEW CONSTRUCTION,294187,2025-09-23,ISSUED
HOU251111446,8405 Main St,NEW CONSTRUCTION,424126,2025-09-04,ISSUED
HOU251111447,9385 Main St,REMODEL,58044,2025-09-18,ISSUED
HOU251111448,2242 Westheimer Rd,ADDITION,184519,2025-10-11,ISSUED
HOU251111449,8524 Richmond Ave,NEW CONSTRUCTION,104707,2025-11-04,ISSUED
HOU251111450,5798 Main St,REMODEL,98653,2025-11-03,ISSUED
HOU251111451,5683 Main St,ADDITION,94269,2025-11-24,ISSUED
HOU251111452,3871 Kirby Dr,NEW CONSTRUCTION,175629,2025-11-16,ISSUED
HOU251111453,8351 Shepherd Dr,REMODEL,53054,2025-09-12,ISSUED
HOU251111454,328 Memorial Dr,REMODEL,330387,2025-10-15,ISSUED
HOU251111455,4761 Kirby Dr,REMODEL,85729,2025-09-13,ISSUED
HOU251111456,7247 Westheimer Rd,REMODEL,477668,2025-10-29,ISSUED
HOU251111457,8919 Kirby Dr,NEW CONSTRUCTION,349761,2025-11-14,ISSUED
HOU251111458,8076 Main St,REMODEL,484161,2025-11-28,ISSUED
HOU251111459,713 Shepherd Dr,NEW CONSTRUCTION,300658,2025-11-16,ISSUED
HOU251111460,2028 Main St,ADDITION,57575,2025-09-29,ISSUED
HOU251111461,8407 Main St,REMODEL,428719,2025-09-05,ISSUED
HOU251111462,1377 Main St,ADDITION,307674,2025-10-09,ISSUED
HOU251111463,1417 Richmond Ave,NEW CONSTRUCTION,68757,2025-10-18,ISSUED
HOU251111464,4235 Main St,ADDITION,73810,2025-09-08,ISSUED
HOU251111465,5068 Main St,ADDITION,371881,2025-10-01,ISSUED
HOU251111466,652 Kirby Dr,REMODEL,300454,2025-09-29,ISSUED
HOU251111467,5995 Shepherd Dr,REMODEL,268426,2025-09-20,ISSUED
HOU251111468,2364 Richmond Ave,ADDITION,205515,2025-09-26,ISSUED
HOU251111469,7768 Richmond Ave,ADDITION,314408,2025-11-11,ISSUED
HOU251111470,3564 Kirby Dr,NEW CONSTRUCTION,337002,2025-10-12,ISSUED
HOU251111471,9514 Kirby Dr,ADDITION,203950,2025-10-12,ISSUED
HOU251111472,1309 Richmond Ave,NEW CONSTRUCTION,329478,2025-09-14,ISSUED
HOU251111473,1088 Westheimer Rd,NEW CONSTRUCTION,413471,2025-09-12,ISSUED
HOU251111474,6707 Westheimer Rd,ADDITION,380673,2025-11-28,ISSUED
HOU251111475,5632 Memorial Dr,REMODEL,144131,2025-10-04,ISSUED
HOU251111476,2806 Shepherd Dr,NEW CONSTRUCTION,353639,2025-09-10,ISSUED
HOU251111477,2436 Kirby Dr,NEW CONSTRUCTION,176541,2025-11-19,ISSUED
HOU251111478,7215 Kirby Dr,NEW CONSTRUCTION,392888,2025-11-03,ISSUED
HOU251111479,8541 Memorial Dr,ADDITION,267353,2025-10-01,ISSUED
HOU251111480,3418 Westheimer Rd,ADDITION,236130,2025-09-20,ISSUED
HOU251111481,2912 Memorial Dr,NEW CONSTRUCTION,66441,2025-09-07,ISSUED
HOU251111482,8194 Westheimer Rd,NEW CONSTRUCTION,171408,2025-10-30,ISSUED
HOU251111483,7896 Shepherd Dr,REMODEL,200924,2025-10-26,ISSUED
HOU251111484,6462 Memorial Dr,NEW CONSTRUCTION,397455,2025-11-02,ISSUED
HOU251111485,4135 Kirby Dr,ADDITION,249459,2025-10-20,ISSUED
HOU251111486,323 Shepherd Dr,REMODEL,441992,2025-10-27,ISSUED
HOU251111487,3464 Main St,ADDITION,121728,2025-10-08,ISSUED
HOU251111488,7840 Richmond Ave,REMODEL,189317,2025-09-11,ISSUED
HOU251111489,4585 Richmond Ave,REMODEL,61399,2025-10-04,ISSUED
HOU251111490,3568 Main St,NEW CONSTRUCTION,280535,2025-10-02,ISSUED
HOU251111491,7321 Memorial Dr,ADDITION,292729,2025-11-06,ISSUED
HOU251111492,3662 Memorial Dr,ADDITION,367450,2025-09-08,ISSUED
HOU251111493,882 Kirby Dr,NEW CONSTRUCTION,227264,2025-09-14,ISSUED
HOU251111494,1114 Shepherd Dr,NEW CONSTRUCTION,429478,2025-10-22,ISSUED
HOU251111495,6306 Shepherd Dr,NEW CONSTRUCTION,439711,2025-11-27,ISSUED
HOU251111496,2713 Richmond Ave,REMODEL,413146,2025-10-15,ISSUED
HOU251111497,8834 Main St,REMODEL,432140,2025-11-21,ISSUED
HOU251111498,3175 Westheimer Rd,NEW CONSTRUCTION,305355,2025-10-08,ISSUED
HOU251111499,3340 Main St,NEW CONSTRUCTION,316994,2025-10-11,ISSUED
HOU251111500,5189 Shepherd Dr,ADDITION,186250,2025-10-29,ISSUED
HOU251111501,4077 Shepherd Dr,ADDITION,326691,2025-10-30,ISSUED
HOU251111502,7893 Westheimer Rd,ADDITION,466926,2025-09-27,ISSUED
HOU251111503,3649 Kirby Dr,ADDITION,170711,2025-09-13,ISSUED
HOU251111504,1459 Shepherd Dr,NEW CONSTRUCTION,120343,2025-10-24,ISSUED
HOU251111505,5195 Kirby Dr,ADDITION,237877,2025-11-28,ISSUED
HOU251111506,6334 Shepherd Dr,NEW CONSTRUCTION,116312,2025-08-31,ISSUED
HOU251111507,2853 Main St,REMODEL,212278,2025-09-17,ISSUED
HOU251111508,1671 Shepherd Dr,ADDITION,433362,2025-11-28,ISSUED
HOU251111509,5116 Kirby Dr,ADDITION,122693,2025-09-01,ISSUED
HOU251111510,2479 Memorial Dr,NEW CONSTRUCTION,52186,2025-09-01,ISSUED
HOU251111511,9826 Richmond Ave,ADDITION,113644,2025-10-24,ISSUED
HOU251111512,1680 Shepherd Dr,NEW CONSTRUCTION,312255,2025-10-13,ISSUED
HOU251111513,6809 Shepherd Dr,NEW CONSTRUCTION,261099,2025-09-17,ISSUED
HOU251111514,6662 Richmond Ave,ADDITION,428232,2025-09-07,ISSUED
HOU251111515,3148 Richmond Ave,ADDITION,483152,2025-11-05,ISSUED
HOU251111516,8524 Shepherd Dr,NEW CONSTRUCTION,138974,2025-11-02,ISSUED
HOU251111517,147 Westheimer Rd,REMODEL,76977,2025-10-29,ISSUED
HOU251111518,2672 Richmond Ave,NEW CONSTRUCTION,53615,2025-10-11,ISSUED
HOU251111519,8156 Richmond Ave,REMODEL,454497,2025-09-27,ISSUED
HOU251111520,1671 Richmond Ave,REMODEL,365402,2025-09-19,ISSUED
HOU251111521,8820 Shepherd Dr,NEW CONSTRUCTION,233282,2025-11-09,ISSUED
HOU251111522,4717 Memorial Dr,ADDITION,420957,2025-10-08,ISSUED
HOU251111523,6089 Memorial Dr,REMODEL,77828,2025-11-14,ISSUED
HOU251111524,8059 Main St,REMODEL,359127,2025-09-28,ISSUED
HOU251111525,9236 Westheimer Rd,REMODEL,305551,2025-10-18,ISSUED
HOU251111526,8931 Richmond Ave,ADDITION,495731,2025-09-13,ISSUED
HOU251111527,4799 Memorial Dr,REMODEL,188771,2025-11-28,ISSUED
HOU251111528,7945 Main St,ADDITION,299113,2025-10-23,ISSUED
HOU251111529,2148 Shepherd Dr,ADDITION,455097,2025-09-13,ISSUED
HOU251111530,7840 Westheimer Rd,NEW CONSTRUCTION,347679,2025-09-22,ISSUED
HOU251111531,1340 Richmond Ave,NEW CONSTRUCTION,71446,2025-09-15,ISSUED
HOU251111532,5731 Memorial Dr,NEW CONSTRUCTION,296444,2025-11-10,ISSUED
HOU251111533,4304 Memorial Dr,NEW CONSTRUCTION,430577,2025-10-10,ISSUED
HOU251111534,2854 Kirby Dr,ADDITION,469018,2025-10-05,ISSUED
HOU251111535,5508 Richmond Ave,REMODEL,418590,2025-11-02,ISSUED
HOU251111536,7847 Westheimer Rd,NEW CONSTRUCTION,210583,2025-11-07,ISSUED
HOU251111537,9460 Richmond Ave,NEW CONSTRUCTION,474558,2025-11-10,ISSUED
HOU251111538,3913 Kirby Dr,ADDITION,275976,2025-10-05,ISSUED
HOU251111539,4717 Memorial Dr,REMODEL,158735,2025-08-31,ISSUED
HOU251111540,5048 Richmond Ave,REMODEL,337221,2025-11-22,ISSUED
HOU251111541,6532 Westheimer Rd,NEW CONSTRUCTION,241314,2025-11-15,ISSUED
HOU251111542,6118 Main St,ADDITION,117016,2025-11-21,ISSUED
HOU251111543,4858 Kirby Dr,ADDITION,352306,2025-11-15,ISSUED
HOU251111544,8846 Westheimer Rd,NEW CONSTRUCTION,144127,2025-09-22,ISSUED
HOU251111545,2499 Kirby Dr,NEW CONSTRUCTION,200081,2025-10-22,ISSUED
HOU251111546,7455 Memorial Dr,NEW CONSTRUCTION,307716,2025-10-19,ISSUED
HOU251111547,7883 Memorial Dr,ADDITION,182026,2025-10-24,ISSUED
HOU251111548,165 Main St,NEW CONSTRUCTION,202099,2025-09-11,ISSUED
HOU251111549,8325 Memorial Dr,NEW CONSTRUCTION,397816,2025-09-26,ISSUED
HOU251111550,8530 Main St,NEW CONSTRUCTION,436836,2025-11-20,ISSUED
HOU251111551,3029 Kirby Dr,ADDITION,104960,2025-10-26,ISSUED
HOU251111552,4599 Westheimer Rd,ADDITION,420411,2025-10-14,ISSUED
HOU251111553,4821 Shepherd Dr,REMODEL,440956,2025-10-29,ISSUED
HOU251111554,9122 Westheimer Rd,REMODEL,388465,2025-10-20,ISSUED
HOU251111555,9912 Memorial Dr,ADDITION,198182,2025-11-02,ISSUED
HOU251111556,2713 Westheimer Rd,REMODEL,202662,2025-09-29,ISSUED
HOU251111557,3433 Richmond Ave,REMODEL,183005,2025-10-22,ISSUED
HOU251111558,3309 Shepherd Dr,NEW CONSTRUCTION,484903,2025-09-04,ISSUED
HOU251111559,1761 Main St,ADDITION,247871,2025-11-05,ISSUED
HOU251111560,7793 Shepherd Dr,REMODEL,143802,2025-10-20,ISSUED
HOU251111561,8968 Westheimer Rd,NEW CONSTRUCTION,147024,2025-09-22,ISSUED
HOU251111562,6435 Westheimer Rd,NEW CONSTRUCTION,384516,2025-09-22,ISSUED
HOU251111563,7576 Westheimer Rd,NEW CONSTRUCTION,291831,2025-09-09,ISSUED
HOU251111564,8957 Shepherd Dr,ADDITION,400471,2025-11-09,ISSUED
HOU251111565,7208 Richmond Ave,ADDITION,456463,2025-10-28,ISSUED
HOU251111566,314 Richmond Ave,NEW CONSTRUCTION,400236,2025-11-21,ISSUED
HOU251111567,1599 Westheimer Rd,REMODEL,369939,2025-10-11,ISSUED
HOU251111568,8219 Richmond Ave,NEW CONSTRUCTION,236111,2025-10-31,ISSUED
HOU251111569,3599 Main St,ADDITION,216511,2025-09-02,ISSUED
HOU251111570,1873 Main St,ADDITION,84688,2025-09-18,ISSUED
HOU251111571,3021 Westheimer Rd,NEW CONSTRUCTION,151619,2025-10-08,ISSUED
HOU251111572,7817 Kirby Dr,REMODEL,299687,2025-11-18,ISSUED
HOU251111573,4347 Shepherd Dr,REMODEL,296807,2025-10-11,ISSUED
HOU251111574,6360 Kirby Dr,REMODEL,92901,2025-10-12,ISSUED
HOU251111575,2562 Shepherd Dr,NEW CONSTRUCTION,397788,2025-11-14,ISSUED
HOU251111576,5022 Westheimer Rd,NEW CONSTRUCTION,281914,2025-11-16,ISSUED
HOU251111577,5124 Shepherd Dr,ADDITION,310295,2025-10-05,ISSUED
HOU251111578,9962 Kirby Dr,NEW CONSTRUCTION,397279,2025-10-08,ISSUED
HOU251111579,7479 Main St,ADDITION,161122,2025-11-26,ISSUED
HOU251111580,6178 Westheimer Rd,REMODEL,84963,2025-10-01,ISSUED
HOU251111581,2775 Westheimer Rd,REMODEL,253887,2025-10-09,ISSUED
HOU251111582,7668 Memorial Dr,NEW CONSTRUCTION,133248,2025-09-30,ISSUED
HOU251111583,6371 Shepherd Dr,REMODEL,274835,2025-11-03,ISSUED
HOU251111584,6505 Kirby Dr,REMODEL,261836,2025-09-04,ISSUED
HOU251111585,6337 Memorial Dr,NEW CONSTRUCTION,403150,2025-10-04,ISSUED
HOU251111586,9688 Westheimer Rd,ADDITION,120806,2025-11-19,ISSUED
HOU251111587,9218 Westheimer Rd,ADDITION,299194,2025-11-19,ISSUED
HOU251111588,9270 Kirby Dr,REMODEL,432983,2025-11-01,ISSUED
HOU251111589,9858 Memorial Dr,ADDITION,50418,2025-09-27,ISSUED
HOU251111590,8310 Shepherd Dr,NEW CONSTRUCTION,280079,2025-11-24,ISSUED
HOU251111591,5251 Main St,REMODEL,294147,2025-09-08,ISSUED
HOU251111592,9217 Westheimer Rd,REMODEL,213810,2025-09-21,ISSUED
HOU251111593,2259 Shepherd Dr,ADDITION,348121,2025-11-18,ISSUED
HOU251111594,3324 Kirby Dr,NEW CONSTRUCTION,239658,2025-11-08,ISSUED
HOU251111595,3609 Shepherd Dr,NEW CONSTRUCTION,76819,2025-10-30,ISSUED
HOU251111596,5569 Memorial Dr,REMODEL,353343,2025-10-04,ISSUED
HOU251111597,5984 Shepherd Dr,REMODEL,207669,2025-10-07,ISSUED
HOU251111598,2462 Main St,ADDITION,227516,2025-09-21,ISSUED
HOU251111599,6801 Kirby Dr,NEW CONSTRUCTION,177867,2025-09-25,ISSUED
HOU251111600,1429 Shepherd Dr,ADDITION,108090,2025-10-02,ISSUED
HOU251111601,7829 Memorial Dr,NEW CONSTRUCTION,67907,2025-11-07,ISSUED
HOU251111602,1778 Memorial Dr,NEW CONSTRUCTION,348019,2025-09-13,ISSUED
HOU251111603,6246 Shepherd Dr,REMODEL,299403,2025-11-04,ISSUED
HOU251111604,7883 Shepherd Dr,REMODEL,479131,2025-09-17,ISSUED
HOU251111605,1617 Richmond Ave,REMODEL,242869,2025-09-23,ISSUED
HOU251111606,8386 Kirby Dr,REMODEL,441225,2025-10-11,ISSUED
HOU251111607,6327 Westheimer Rd,ADDITION,210627,2025-11-06,ISSUED
HOU251111608,1009 Memorial Dr,ADDITION,221461,2025-10-31,ISSUED
HOU251111609,860 Memorial Dr,NEW CONSTRUCTION,125648,2025-09-29,ISSUED
HOU251111610,3470 Shepherd Dr,REMODEL,271026,2025-10-12,ISSUED
HOU251111611,6652 Shepherd Dr,NEW CONSTRUCTION,442100,2025-11-16,ISSUED
HOU251111612,1447 Kirby Dr,REMODEL,344326,2025-10-03,ISSUED
HOU251111613,2073 Richmond Ave,ADDITION,245710,2025-11-01,ISSUED
HOU251111614,4104 Shepherd Dr,NEW CONSTRUCTION,403338,2025-11-01,ISSUED
HOU251111615,3122 Shepherd Dr,NEW CONSTRUCTION,297400,2025-11-03,ISSUED
HOU251111616,6105 Richmond Ave,REMODEL,113320,2025-11-14,ISSUED
HOU251111617,4050 Kirby Dr,REMODEL,430343,2025-09-14,ISSUED
HOU251111618,8547 Main St,ADDITION,467456,2025-10-22,ISSUED
HOU251111619,5179 Main St,NEW CONSTRUCTION,277206,2025-11-08,ISSUED
HOU251111620,7429 Westheimer Rd,REMODEL,119697,2025-10-17,ISSUED
HOU251111621,1344 Kirby Dr,REMODEL,414529,2025-09-06,ISSUED
HOU251111622,281 Memorial Dr,REMODEL,111999,2025-11-17,ISSUED
HOU251111623,2786 Memorial Dr,REMODEL,73375,2025-11-17,ISSUED
HOU251111624,4782 Kirby Dr,REMODEL,227606,2025-10-04,ISSUED
HOU251111625,516 Shepherd Dr,NEW CONSTRUCTION,438680,2025-08-31,ISSUED
HOU251111626,267 Westheimer Rd,REMODEL,95196,2025-10-01,ISSUED
HOU251111627,5684 Memorial Dr,REMODEL,442580,2025-09-13,ISSUED
HOU251111628,7733 Kirby Dr,NEW CONSTRUCTION,470044,2025-11-05,ISSUED
HOU251111629,7864 Memorial Dr,REMODEL,322948,2025-10-22,ISSUED
HOU251111630,6315 Shepherd Dr,ADDITION,358612,2025-10-05,ISSUED
HOU251111631,1780 Richmond Ave,REMODEL,391068,2025-09-11,ISSUED
HOU251111632,8749 Main St,REMODEL,116646,2025-09-08,ISSUED
HOU251111633,7707 Memorial Dr,REMODEL,377921,2025-10-17,ISSUED
HOU251111634,2690 Richmond Ave,REMODEL,88428,2025-10-02,ISSUED
HOU251111635,4166 Main St,REMODEL,63595,2025-10-11,ISSUED
HOU251111636,7897 Main St,NEW CONSTRUCTION,257100,2025-11-19,ISSUED
HOU251111637,177 Shepherd Dr,NEW CONSTRUCTION,289903,2025-09-14,ISSUED
HOU251111638,5854 Westheimer Rd,NEW CONSTRUCTION,241954,2025-10-08,ISSUED
HOU251111639,2821 Shepherd Dr,ADDITION,234356,2025-11-04,ISSUED
HOU251111640,6295 Westheimer Rd,NEW CONSTRUCTION,289833,2025-10-29,ISSUED
HOU251111641,6067 Richmond Ave,NEW CONSTRUCTION,450494,2025-11-18,ISSUED
HOU251111642,7786 Westheimer Rd,ADDITION,449075,2025-11-27,ISSUED
HOU251111643,8047 Kirby Dr,ADDITION,202112,2025-10-11,ISSUED
HOU251111644,9781 Richmond Ave,ADDITION,310881,2025-11-12,ISSUED
HOU251111645,8498 Shepherd Dr,REMODEL,94478,2025-10-19,ISSUED
HOU251111646,5550 Main St,ADDITION,227594,2025-10-06,ISSUED
HOU251111647,887 Kirby Dr,NEW CONSTRUCTION,339037,2025-10-04,ISSUED
HOU251111648,9626 Richmond Ave,REMODEL,176426,2025-10-20,ISSUED
HOU251111649,576 Richmond Ave,ADDITION,133056,2025-10-24,ISSUED
HOU251111650,5860 Main St,REMODEL,322492,2025-09-17,ISSUED
HOU251111651,5225 Memorial Dr,ADDITION,200922,2025-09-01,ISSUED
HOU251111652,2992 Westheimer Rd,ADDITION,164568,2025-10-01,ISSUED
HOU251111653,2950 Main St,NEW CONSTRUCTION,129905,2025-11-02,ISSUED
HOU251111654,2571 Richmond Ave,REMODEL,214729,2025-09-01,ISSUED
HOU251111655,9369 Memorial Dr,NEW CONSTRUCTION,360674,2025-09-14,ISSUED
HOU251111656,1741 Kirby Dr,ADDITION,339029,2025-11-29,ISSUED
HOU251111657,9682 Kirby Dr,NEW CONSTRUCTION,76738,2025-11-06,ISSUED
HOU251111658,7971 Main St,ADDITION,425658,2025-10-16,ISSUED
HOU251111659,5543 Memorial Dr,REMODEL,363176,2025-10-21,ISSUED
HOU251111660,4753 Richmond Ave,NEW CONSTRUCTION,454289,2025-10-06,ISSUED
HOU251111661,6628 Main St,ADDITION,344219,2025-09-17,ISSUED
HOU251111662,246 Memorial Dr,ADDITION,356450,2025-11-20,ISSUED
HOU251111663,3422 Westheimer Rd,ADDITION,177890,2025-09-11,ISSUED
HOU251111664,8386 Westheimer Rd,NEW CONSTRUCTION,330159,2025-11-28,ISSUED
HOU251111665,9960 Main St,REMODEL,163089,2025-09-18,ISSUED
HOU251111666,7588 Shepherd Dr,REMODEL,185969,2025-09-30,ISSUED
HOU251111667,2777 Westheimer Rd,NEW CONSTRUCTION,374461,2025-10-08,ISSUED
HOU251111668,3469 Richmond Ave,NEW CONSTRUCTION,321733,2025-09-25,ISSUED
HOU251111669,5214 Kirby Dr,ADDITION,383402,2025-11-26,ISSUED
HOU251111670,1163 Memorial Dr,ADDITION,404318,2025-11-10,ISSUED
HOU251111671,5572 Richmond Ave,NEW CONSTRUCTION,244161,2025-11-05,ISSUED
HOU251111672,6528 Kirby Dr,ADDITION,346611,2025-11-09,ISSUED
HOU251111673,6155 Main St,NEW CONSTRUCTION,450460,2025-11-04,ISSUED
HOU251111674,507 Memorial Dr,REMODEL,358554,2025-09-05,ISSUED
HOU251111675,6800 Richmond Ave,REMODEL,214142,2025-09-04,ISSUED
HOU251111676,5220 Richmond Ave,ADDITION,494379,2025-10-17,ISSUED
HOU251111677,9581 Kirby Dr,ADDITION,332671,2025-09-08,ISSUED
HOU251111678,7374 Memorial Dr,REMODEL,76626,2025-09-24,ISSUED
HOU251111679,5234 Richmond Ave,ADDITION,202896,2025-10-10,ISSUED
HOU251111680,5212 Westheimer Rd,NEW CONSTRUCTION,456444,2025-10-27,ISSUED
HOU251111681,2239 Kirby Dr,NEW CONSTRUCTION,203094,2025-09-17,ISSUED
HOU251111682,9615 Kirby Dr,REMODEL,97725,2025-11-24,ISSUED
HOU251111683,8155 Memorial Dr,ADDITION,399403,2025-11-19,ISSUED
HOU251111684,1556 Memorial Dr,REMODEL,115598,2025-11-14,ISSUED
HOU251111685,8657 Kirby Dr,NEW CONSTRUCTION,235933,2025-09-16,ISSUED
HOU251111686,5417 Kirby Dr,REMODEL,300461,2025-11-13,ISSUED
HOU251111687,8489 Westheimer Rd,ADDITION,389737,2025-09-23,ISSUED
HOU251111688,8321 Kirby Dr,NEW CONSTRUCTION,210494,2025-10-20,ISSUED
HOU251111689,6974 Kirby Dr,REMODEL,442959,2025-11-16,ISSUED
HOU251111690,7708 Westheimer Rd,REMODEL,130895,2025-09-28,ISSUED
HOU251111691,9053 Westheimer Rd,NEW CONSTRUCTION,313134,2025-11-27,ISSUED
HOU251111692,5553 Shepherd Dr,NEW CONSTRUCTION,277628,2025-11-07,ISSUED
HOU251111693,1043 Memorial Dr,NEW CONSTRUCTION,348270,2025-10-10,ISSUED
HOU251111694,6093 Westheimer Rd,ADDITION,398919,2025-10-19,ISSUED
HOU251111695,6675 Shepherd Dr,ADDITION,304143,2025-11-24,ISSUED
HOU251111696,3681 Main St,REMODEL,150656,2025-10-23,ISSUED
HOU251111697,4160 Richmond Ave,REMODEL,267440,2025-10-28,ISSUED
HOU251111698,2385 Richmond Ave,NEW CONSTRUCTION,115308,2025-11-09,ISSUED
HOU251111699,9581 Memorial Dr,NEW CONSTRUCTION,438308,2025-10-14,ISSUED
HOU251111700,2600 Main St,NEW CONSTRUCTION,189378,2025-09-12,ISSUED
HOU251111701,4459 Shepherd Dr,REMODEL,168360,2025-10-11,ISSUED
HOU251111702,908 Richmond Ave,REMODEL,280970,2025-09-28,ISSUED
HOU251111703,949 Memorial Dr,REMODEL,135548,2025-10-23,ISSUED
HOU251111704,4634 Shepherd Dr,NEW CONSTRUCTION,138191,2025-10-07,ISSUED
HOU251111705,5979 Westheimer Rd,ADDITION,261408,2025-11-25,ISSUED
HOU251111706,2758 Kirby Dr,NEW CONSTRUCTION,73847,2025-10-26,ISSUED
HOU251111707,1056 Shepherd Dr,NEW CONSTRUCTION,433446,2025-09-30,ISSUED
HOU251111708,9194 Memorial Dr,ADDITION,311768,2025-10-02,ISSUED
HOU251111709,6201 Westheimer Rd,ADDITION,448342,2025-09-28,ISSUED
HOU251111710,644 Memorial Dr,REMODEL,356337,2025-11-28,ISSUED
HOU251111711,4704 Memorial Dr,REMODEL,115898,2025-11-04,ISSUED
HOU251111712,9038 Memorial Dr,NEW CONSTRUCTION,333907,2025-11-13,ISSUED
HOU251111713,4130 Richmond Ave,ADDITION,322263,2025-08-31,ISSUED
HOU251111714,3479 Westheimer Rd,NEW CONSTRUCTION,488232,2025-10-15,ISSUED
HOU251111715,3442 Kirby Dr,NEW CONSTRUCTION,92447,2025-11-03,ISSUED
HOU251111716,2294 Main St,ADDITION,420510,2025-11-04,ISSUED
HOU251111717,8244 Main St,ADDITION,388960,2025-11-08,ISSUED
HOU251111718,7148 Memorial Dr,ADDITION,243585,2025-09-28,ISSUED
HOU251111719,8928 Main St,NEW CONSTRUCTION,396608,2025-10-01,ISSUED
HOU251111720,8995 Memorial Dr,REMODEL,485635,2025-10-19,ISSUED
HOU251111721,6516 Main St,NEW CONSTRUCTION,109488,2025-09-16,ISSUED
HOU251111722,1577 Shepherd Dr,REMODEL,248459,2025-09-13,ISSUED
HOU251111723,3632 Shepherd Dr,ADDITION,183517,2025-10-02,ISSUED
HOU251111724,8659 Main St,NEW CONSTRUCTION,227726,2025-10-31,ISSUED
HOU251111725,9905 Kirby Dr,ADDITION,144048,2025-09-24,ISSUED
HOU251111726,7717 Main St,NEW CONSTRUCTION,212898,2025-11-06,ISSUED
HOU251111727,274 Kirby Dr,NEW CONSTRUCTION,356107,2025-09-11,ISSUED
HOU251111728,1456 Memorial Dr,REMODEL,256433,2025-09-16,ISSUED
HOU251111729,3412 Memorial Dr,REMODEL,445830,2025-09-28,ISSUED
HOU251111730,6043 Memorial Dr,REMODEL,164462,2025-09-22,ISSUED
HOU251111731,6689 Main St,REMODEL,346549,2025-09-08,ISSUED
HOU251111732,2160 Memorial Dr,ADDITION,483165,2025-10-31,ISSUED
HOU251111733,844 Kirby Dr,REMODEL,279409,2025-10-01,ISSUED
HOU251111734,7035 Memorial Dr,ADDITION,194981,2025-09-18,ISSUED
