permit_number,address,type,value,issued_date,status
SA251110784,2194 Houston St,NEW CONSTRUCTION,466908,2025-10-13,ISSUED
SA251110785,2439 San Pedro Ave,REMODEL,478568,2025-11-02,ISSUED
SA251110786,7857 Broadway,REMODEL,101760,2025-11-27,ISSUED
SA251110787,4194 San Pedro Ave,NEW CONSTRUCTION,309598,2025-09-20,ISSUED
SA251110788,651 San Pedro Ave,REMODEL,345316,2025-09-18,ISSUED
SA251110789,9536 Commerce St,REMODEL,267825,2025-09-21,ISSUED
SA251110790,5591 Broadway,NEW CONSTRUCTION,292829,2025-11-01,ISSUED
SA251110791,3191 Broadway,NEW CONSTRUCTION,327395,2025-10-03,ISSUED
SA251110792,1403 Houston St,ADDITION,274243,2025-09-19,ISSUED
SA251110793,819 Broadway,ADDITION,395486,2025-11-13,ISSUED
SA251110794,4677 Houston St,NEW CONSTRUCTION,472157,2025-10-02,ISSUED
SA251110795,6777 Broadway,REMODEL,293253,2025-10-22,ISSUED
SA251110796,9943 San Pedro Ave,ADDITION,440773,2025-10-19,ISSUED
SA251110797,4302 San Pedro Ave,NEW CONSTRUCTION,201039,2025-10-20,ISSUED
SA251110798,3758 San Pedro Ave,ADDITION,458706,2025-10-21,ISSUED
SA251110799,3116 Commerce St,REMODEL,253055,2025-11-27,ISSUED
SA251110800,8358 Broadway,REMODEL,470660,2025-09-29,ISSUED
SA251110801,6319 Houston St,REMODEL,406319,2025-10-22,ISSUED
SA251110802,613 Commerce St,NEW CONSTRUCTION,417644,2025-11-17,ISSUED
SA251110803,2478 Commerce St,REMODEL,400165,2025-09-01,ISSUED
SA251110804,2911 San Pedro Ave,REMODEL,336231,2025-08-31,ISSUED
SA251110805,8588 Houston St,NEW CONSTRUCTION,137259,2025-10-29,ISSUED
SA251110806,2585 Commerce St,NEW CONSTRUCTION,450612,2025-09-12,ISSUED
SA251110807,7290 San Pedro Ave,NEW CONSTRUCTION,363908,2025-11-14,ISSUED
SA251110808,8734 San Pedro Ave,ADDITION,59405,2025-10-13,ISSUED
SA251110809,7284 Broadway,NEW CONSTRUCTION,180118,2025-11-26,ISSUED
SA251110810,2162 Broadway,REMODEL,80575,2025-11-16,ISSUED
SA251110811,2215 Houston St,NEW CONSTRUCTION,406462,2025-10-18,ISSUED
SA251110812,4121 Houston St,ADDITION,338939,2025-11-03,ISSUED
SA251110813,8669 Houston St,ADDITION,229996,2025-09-07,ISSUED
SA251110814,831 Broadway,ADDITION,330238,2025-09-23,ISSUED
SA251110815,4327 San Pedro Ave,ADDITION,271428,2025-11-02,ISSUED
SA251110816,5141 Houston St,NEW CONSTRUCTION,494183,2025-11-19,ISSUED
SA251110817,7655 San Pedro Ave,NEW CONSTRUCTION,233616,2025-11-13,ISSUED
SA251110818,6483 Commerce St,NEW CONSTRUCTION,290470,2025-10-30,ISSUED
SA251110819,3153 Commerce St,REMODEL,298865,2025-09-13,ISSUED
SA251110820,875 Commerce St,NEW CONSTRUCTION,72839,2025-10-16,ISSUED
SA251110821,7108 Houston St,ADDITION,120707,2025-11-28,ISSUED
SA251110822,6559 Houston St,REMODEL,196349,2025-09-02,ISSUED
SA251110823,1363 Commerce St,NEW CONSTRUCTION,323886,2025-10-19,ISSUED
SA251110824,9526 Commerce St,ADDITION,193363,2025-10-20,ISSUED
SA251110825,2696 Broadway,REMODEL,343502,2025-10-12,ISSUED
SA251110826,5872 San Pedro Ave,ADDITION,497797,2025-10-30,ISSUED
SA251110827,2997 Commerce St,ADDITION,426718,2025-11-11,ISSUED
SA251110828,7850 Broadway,ADDITION,459219,2025-09-04,ISSUED
SA251110829,3929 Houston St,ADDITION,390713,2025-11-19,ISSUED
SA251110830,9753 Commerce St,REMODEL,425114,2025-09-18,ISSUED
SA251110831,8061 San Pedro Ave,REMODEL,297230,2025-09-02,ISSUED
SA251110832,6848 San Pedro Ave,ADDITION,231336,2025-11-12,ISSUED
SA251110833,6765 Houston St,ADDITION,469706,2025-09-12,ISSUED
SA251110834,9611 San Pedro Ave,ADDITION,299159,2025-09-15,ISSUED
SA251110835,2636 San Pedro Ave,NEW CONSTRUCTION,177405,2025-11-08,ISSUED
SA251110836,964 Commerce St,REMODEL,314790,2025-10-01,ISSUED
SA251110837,8816 San Pedro Ave,ADDITION,201328,2025-11-19,ISSUED
SA251110838,9661 Commerce St,ADDITION,314655,2025-09-08,ISSUED
SA251110839,2979 Commerce St,NEW CONSTRUCTION,111209,2025-11-06,ISSUED
SA251110840,7084 San Pedro Ave,REMODEL,292423,2025-09-30,ISSUED
SA251110841,8396 San Pedro Ave,NEW CONSTRUCTION,295170,2025-09-17,ISSUED
SA251110842,1000 Houston St,ADDITION,385700,2025-09-04,ISSUED
SA251110843,4795 Commerce St,REMODEL,103090,2025-10-02,ISSUED
SA251110844,9472 Broadway,NEW CONSTRUCTION,249773,2025-09-10,ISSUED
SA251110845,3657 Commerce St,NEW CONSTRUCTION,380140,2025-09-04,ISSUED
SA251110846,1368 Broadway,REMODEL,451988,2025-11-08,ISSUED
SA251110847,8653 Commerce St,ADDITION,281158,2025-09-01,ISSUED
SA251110848,5355 Commerce St,NEW CONSTRUCTION,321116,2025-09-25,ISSUED
SA251110849,2709 Houston St,NEW CONSTRUCTION,448380,2025-10-09,ISSUED
SA251110850,2709 Broadway,REMODEL,312957,2025-09-10,ISSUED
SA251110851,2973 San Pedro Ave,NEW CONSTRUCTION,380228,2025-09-28,ISSUED
SA251110852,6493 Broadway,REMODEL,272394,2025-10-26,ISSUED
SA251110853,7186 Houston St,ADDITION,202183,2025-10-17,ISSUED
SA251110854,2661 Houston St,ADDITION,248774,2025-10-11,ISSUED
SA251110855,3153 Houston St,REMODEL,377091,2025-10-24,ISSUED
SA251110856,610 San Pedro Ave,REMODEL,110776,2025-11-22,ISSUED
SA251110857,9890 San Pedro Ave,REMODEL,76754,2025-09-09,ISSUED
SA251110858,4507 Broadway,ADDITION,446452,2025-10-31,ISSUED
SA251110859,7576 Commerce St,ADDITION,94389,2025-09-18,ISSUED
SA251110860,5217 Broadway,ADDITION,369996,2025-09-22,ISSUED
SA251110861,8031 San Pedro Ave,NEW CONSTRUCTION,309624,2025-11-18,ISSUED
SA251110862,324 San Pedro Ave,NEW CONSTRUCTION,396662,2025-11-12,ISSUED
SA251110863,7857 Commerce St,NEW CONSTRUCTION,75607,2025-08-31,ISSUED
SA251110864,3116 Broadway,REMODEL,194408,2025-10-28,ISSUED
SA251110865,9478 San Pedro Ave,NEW CONSTRUCTION,444903,2025-10-03,ISSUED
SA251110866,3474 Broadway,REMODEL,439953,2025-11-19,ISSUED
SA251110867,1861 San Pedro Ave,ADDITION,119563,2025-09-16,ISSUED
SA251110868,6057 Commerce St,REMODEL,389797,2025-11-01,ISSUED
SA251110869,3163 Houston St,NEW CONSTRUCTION,383635,2025-09-24,ISSUED
SA251110870,9076 San Pedro Ave,ADDITION,418538,2025-11-25,ISSUED
SA251110871,7585 Broadway,REMODEL,68224,2025-09-16,ISSUED
SA251110872,4233 Broadway,ADDITION,492663,2025-09-30,ISSUED
SA251110873,4792 Houston St,REMODEL,384777,2025-11-26,ISSUED
SA251110874,6933 San Pedro Ave,ADDITION,168976,2025-09-01,ISSUED
SA251110875,5830 Houston St,REMODEL,298707,2025-11-17,ISSUED
SA251110876,9015 Houston St,ADDITION,177344,2025-09-04,ISSUED
SA251110877,8841 San Pedro Ave,REMODEL,108009,2025-11-21,ISSUED
SA251110878,8119 Houston St,ADDITION,316560,2025-11-08,ISSUED
SA251110879,3235 Commerce St,REMODEL,191296,2025-09-19,ISSUED
SA251110880,6811 San Pedro Ave,REMODEL,68097,2025-10-07,ISSUED
SA251110881,3834 San Pedro Ave,NEW CONSTRUCTION,80765,2025-09-29,ISSUED
SA251110882,5325 San Pedro Ave,REMODEL,56132,2025-11-06,ISSUED
SA251110883,4595 Commerce St,NEW CONSTRUCTION,208119,2025-10-04,ISSUED
SA251110884,6030 Broadway,ADDITION,251835,2025-10-30,ISSUED
SA251110885,3510 San Pedro Ave,NEW CONSTRUCTION,288794,2025-09-19,ISSUED
SA251110886,8542 San Pedro Ave,ADDITION,472656,2025-10-25,ISSUED
SA251110887,4939 Houston St,ADDITION,293506,2025-11-03,ISSUED
SA251110888,8253 Houston St,REMODEL,375657,2025-10-18,ISSUED
SA251110889,5069 Houston St,REMODEL,63056,2025-10-21,ISSUED
SA251110890,3517 San Pedro Ave,ADDITION,420523,2025-10-24,ISSUED
SA251110891,8379 San Pedro Ave,REMODEL,90765,2025-10-22,ISSUED
SA251110892,8364 Commerce St,NEW CONSTRUCTION,186313,2025-11-11,ISSUED
SA251110893,5532 San Pedro Ave,REMODEL,422916,2025-09-09,ISSUED
SA251110894,2819 Commerce St,NEW CONSTRUCTION,175699,2025-09-06,ISSUED
SA251110895,2352 San Pedro Ave,ADDITION,388787,2025-10-09,ISSUED
SA251110896,9906 Commerce St,REMODEL,194112,2025-09-15,ISSUED
SA251110897,911 San Pedro Ave,ADDITION,157681,2025-10-14,ISSUED
SA251110898,3391 San Pedro Ave,REMODEL,475477,2025-09-08,ISSUED
SA251110899,1621 Commerce St,REMODEL,291313,2025-11-23,ISSUED
SA251110900,8752 San Pedro Ave,ADDITION,290467,2025-10-25,ISSUED
SA251110901,7086 San Pedro Ave,REMODEL,202898,2025-09-28,ISSUED
SA251110902,6601 Commerce St,REMODEL,377616,2025-09-14,ISSUED
SA251110903,3052 Commerce St,REMODEL,89406,2025-10-24,ISSUED
SA251110904,1495 San Pedro Ave,NEW CONSTRUCTION,176227,2025-11-09,ISSUED
SA251110905,1868 Commerce St,REMODEL,290174,2025-10-23,ISSUED
SA251110906,7125 Houston St,REMODEL,124745,2025-11-10,ISSUED
SA251110907,5491 Houston St,REMODEL,375742,2025-09-09,ISSUED
SA251110908,7487 Commerce St,ADDITION,185017,2025-11-03,ISSUED
SA251110909,299 Commerce St,NEW CONSTRUCTION,393598,2025-09-16,ISSUED
SA251110910,7874 Broadway,REMODEL,408001,2025-10-30,ISSUED
SA251110911,9977 Houston St,ADDITION,301925,2025-10-23,ISSUED
SA251110912,9009 Broadway,ADDITION,117581,2025-11-26,ISSUED
SA251110913,2650 Houston St,REMODEL,417409,2025-10-29,ISSUED
SA251110914,305 Commerce St,NEW CONSTRUCTION,259955,2025-09-09,ISSUED
SA251110915,8374 Commerce St,REMODEL,135691,2025-11-14,ISSUED
SA251110916,5071 Houston St,REMODEL,55366,2025-10-08,ISSUED
SA251110917,4906 Houston St,ADDITION,444940,2025-11-29,ISSUED
SA251110918,9125 Broadway,NEW CONSTRUCTION,255470,2025-09-06,ISSUED
SA251110919,994 Commerce St,ADDITION,73856,2025-10-23,ISSUED
SA251110920,5026 Broadway,ADDITION,147922,2025-11-18,ISSUED
SA251110921,4314 Broadway,REMODEL,293066,2025-09-05,ISSUED
SA251110922,8262 Houston St,REMODEL,60819,2025-10-20,ISSUED
SA251110923,6093 Commerce St,REMODEL,481255,2025-10-15,ISSUED
SA251110924,7222 Broadway,ADDITION,253921,2025-11-17,ISSUED
SA251110925,5471 San Pedro Ave,NEW CONSTRUCTION,317942,2025-09-15,ISSUED
SA251110926,4050 Commerce St,REMODEL,459198,2025-09-27,ISSUED
SA251110927,7467 San Pedro Ave,NEW CONSTRUCTION,350231,2025-11-25,ISSUED
SA251110928,389 Houston St,NEW CONSTRUCTION,166592,2025-09-12,ISSUED
SA251110929,2034 Houston St,REMODEL,293640,2025-11-22,ISSUED
SA251110930,1704 Broadway,ADDITION,370149,2025-11-12,ISSUED
SA251110931,5964 Commerce St,ADDITION,71604,2025-09-17,ISSUED
SA251110932,549 Commerce St,ADDITION,222023,2025-09-12,ISSUED
SA251110933,9256 Houston St,REMODEL,469306,2025-09-01,ISSUED
SA251110934,1723 Broadway,NEW CONSTRUCTION,215492,2025-09-13,ISSUED
SA251110935,5915 Broadway,REMODEL,247299,2025-09-17,ISSUED
SA251110936,8103 Commerce St,NEW CONSTRUCTION,487460,2025-09-10,ISSUED
SA251110937,6458 San Pedro Ave,REMODEL,283729,2025-11-18,ISSUED
SA251110938,4025 Houston St,NEW CONSTRUCTION,323633,2025-09-04,ISSUED
SA251110939,9338 Broadway,NEW CONSTRUCTION,450347,2025-09-15,ISSUED
SA251110940,9626 Houston St,ADDITION,449363,2025-10-04,ISSUED
SA251110941,1704 San Pedro Ave,REMODEL,334379,2025-11-08,ISSUED
SA251110942,1118 San Pedro Ave,NEW CONSTRUCTION,51549,2025-11-29,ISSUED
SA251110943,359 Houston St,NEW CONSTRUCTION,242952,2025-10-25,ISSUED
SA251110944,9066 Commerce St,NEW CONSTRUCTION,119651,2025-09-22,ISSUED
SA251110945,8550 Commerce St,ADDITION,265321,2025-11-20,ISSUED
SA251110946,2400 San Pedro Ave,ADDITION,213099,2025-09-08,ISSUED
SA251110947,3152 Commerce St,REMODEL,339229,2025-11-11,ISSUED
SA251110948,7154 Broadway,NEW CONSTRUCTION,477013,2025-11-12,ISSUED
SA251110949,5344 Houston St,REMODEL,475416,2025-09-01,ISSUED
SA251110950,9644 San Pedro Ave,REMODEL,152282,2025-10-17,ISSUED
SA251110951,4213 San Pedro Ave,NEW CONSTRUCTION,59949,2025-10-14,ISSUED
SA251110952,4672 Houston St,ADDITION,97871,2025-11-10,ISSUED
SA251110953,8238 Commerce St,ADDITION,291726,2025-11-14,ISSUED
SA251110954,6434 Houston St,REMODEL,97692,2025-10-17,ISSUED
SA251110955,6433 San Pedro Ave,REMODEL,155755,2025-10-09,ISSUED
SA251110956,7714 Broadway,ADDITION,438472,2025-11-23,ISSUED
SA251110957,5831 Broadway,NEW CONSTRUCTION,109087,2025-09-18,ISSUED
SA251110958,9777 Houston St,REMODEL,114454,2025-09-24,ISSUED
SA251110959,7816 San Pedro Ave,REMODEL,314362,2025-11-29,ISSUED
SA251110960,4755 San Pedro Ave,ADDITION,151849,2025-09-03,ISSUED
SA251110961,3285 San Pedro Ave,ADDITION,275775,2025-09-11,ISSUED
SA251110962,8109 Houston St,ADDITION,342646,2025-10-17,ISSUED
SA251110963,7890 Commerce St,ADDITION,336147,2025-09-27,ISSUED
SA251110964,3260 Commerce St,ADDITION,95764,2025-11-26,ISSUED
SA251110965,7716 Commerce St,ADDITION,76681,2025-11-19,ISSUED
SA251110966,1403 San Pedro Ave,ADDITION,415586,2025-11-21,ISSUED
SA251110967,6846 Broadway,NEW CONSTRUCTION,424458,2025-11-15,ISSUED
SA251110968,2752 Broadway,NEW CONSTRUCTION,103583,2025-09-15,ISSUED
SA251110969,1816 Broadway,NEW CONSTRUCTION,356248,2025-09-25,ISSUED
SA251110970,1418 San Pedro Ave,ADDITION,442028,2025-10-10,ISSUED
SA251110971,9734 Commerce St,REMODEL,404833,2025-11-13,ISSUED
SA251110972,1581 San Pedro Ave,REMODEL,106016,2025-09-02,ISSUED
SA251110973,2396 San Pedro Ave,ADDITION,221727,2025-09-01,ISSUED
SA251110974,347 Commerce St,NEW CONSTRUCTION,416089,2025-10-31,ISSUED
SA251110975,1525 Houston St,REMODEL,295703,2025-10-06,ISSUED
SA251110976,8708 San Pedro Ave,ADDITION,119914,2025-10-08,ISSUED
SA251110977,2347 San Pedro Ave,NEW CONSTRUCTION,167014,2025-11-23,ISSUED
SA251110978,8485 Commerce St,REMODEL,332285,2025-10-10,ISSUED
SA251110979,7805 Broadway,NEW CONSTRUCTION,221910,2025-10-08,ISSUED
SA251110980,6090 Houston St,REMODEL,220357,2025-09-20,ISSUED
SA251110981,7267 Commerce St,NEW CONSTRUCTION,364223,2025-09-01,ISSUED
SA251110982,3150 San Pedro Ave,ADDITION,402556,2025-09-11,ISSUED
SA251110983,2492 Houston St,REMODEL,431262,2025-09-07,ISSUED
SA251110984,7831 Broadway,REMODEL,76562,2025-10-09,ISSUED
SA251110985,4325 Houston St,REMODEL,175219,2025-10-29,ISSUED
SA251110986,7915 Houston St,REMODEL,336905,2025-09-18,ISSUED
SA251110987,9131 Houston St,REMODEL,484134,2025-09-14,ISSUED
SA251110988,2907 San Pedro Ave,NEW CONSTRUCTION,453591,2025-11-24,ISSUED
SA251110989,8581 San Pedro Ave,REMODEL,483817,2025-09-24,ISSUED
SA251110990,1730 Broadway,NEW CONSTRUCTION,495387,2025-09-16,ISSUED
SA251110991,2165 Commerce St,REMODEL,162634,2025-09-14,ISSUED
SA251110992,1313 Commerce St,ADDITION,243393,2025-10-27,ISSUED
SA251110993,8470 San Pedro Ave,NEW CONSTRUCTION,216029,2025-09-01,ISSUED
SA251110994,9460 San Pedro Ave,ADDITION,201792,2025-09-29,ISSUED
SA251110995,7645 Commerce St,NEW CONSTRUCTION,370672,2025-09-26,ISSUED
SA251110996,5753 Broadway,ADDITION,318984,2025-10-04,ISSUED
SA251110997,9604 San Pedro Ave,NEW CONSTRUCTION,494435,2025-10-08,ISSUED
SA251110998,4113 Houston St,ADDITION,315644,2025-11-11,ISSUED
SA251110999,7613 San Pedro Ave,ADDITION,187124,2025-11-14,ISSUED
SA251111000,6904 Broadway,NEW CONSTRUCTION,231107,2025-11-23,ISSUED
SA251111001,9911 Commerce St,REMODEL,307740,2025-09-08,ISSUED
SA251111002,2954 Commerce St,ADDITION,460335,2025-10-19,ISSUED
SA251111003,7869 Houston St,ADDITION,90196,2025-09-03,ISSUED
SA251111004,9303 San Pedro Ave,NEW CONSTRUCTION,299290,2025-11-16,ISSUED
SA251111005,7201 Commerce St,ADDITION,336133,2025-11-01,ISSUED
SA251111006,6845 San Pedro Ave,NEW CONSTRUCTION,220333,2025-11-06,ISSUED
SA251111007,6206 San Pedro Ave,REMODEL,65449,2025-09-03,ISSUED
SA251111008,7527 Broadway,ADDITION,421538,2025-10-03,ISSUED
SA251111009,440 San Pedro Ave,NEW CONSTRUCTION,291930,2025-10-30,ISSUED
SA251111010,4539 Broadway,REMODEL,382019,2025-11-13,ISSUED
SA251111011,4676 Commerce St,NEW CONSTRUCTION,283717,2025-11-20,ISSUED
SA251111012,349 Houston St,NEW CONSTRUCTION,469954,2025-11-01,ISSUED
SA251111013,1223 Commerce St,NEW CONSTRUCTION,191533,2025-10-25,ISSUED
SA251111014,6770 Houston St,ADDITION,137779,2025-09-03,ISSUED
SA251111015,5329 Houston St,REMODEL,307154,2025-09-28,ISSUED
SA251111016,9683 Broadway,REMODEL,451943,2025-10-05,ISSUED
SA251111017,3677 Houston St,NEW CONSTRUCTION,334842,2025-09-12,ISSUED
SA251111018,5394 San Pedro Ave,NEW CONSTRUCTION,82976,2025-11-08,ISSUED
SA251111019,1441 Broadway,NEW CONSTRUCTION,489603,2025-09-05,ISSUED
SA251111020,5160 Houston St,REMODEL,50003,2025-11-07,ISSUED
SA251111021,2849 Broadway,ADDITION,338404,2025-10-05,ISSUED
SA251111022,6090 Commerce St,NEW CONSTRUCTION,335841,2025-09-15,ISSUED
SA251111023,2782 Houston St,REMODEL,378328,2025-09-06,ISSUED
SA251111024,7901 San Pedro Ave,REMODEL,253283,2025-10-18,ISSUED
SA251111025,3414 Commerce St,NEW CONSTRUCTION,55889,2025-10-05,ISSUED
SA251111026,9924 Broadway,ADDITION,325700,2025-10-14,ISSUED
SA251111027,8027 Commerce St,REMODEL,169437,2025-11-26,ISSUED
SA251111028,7433 Broadway,ADDITION,429619,2025-11-29,ISSUED
SA251111029,4127 Houston St,REMODEL,291794,2025-10-18,ISSUED
SA251111030,5081 Commerce St,REMODEL,233736,2025-09-23,ISSUED
SA251111031,500 San Pedro Ave,ADDITION,257301,2025-11-28,ISSUED
SA251111032,4762 Commerce St,NEW CONSTRUCTION,415742,2025-09-05,ISSUED
SA251111033,4738 Broadway,ADDITION,431482,2025-09-14,ISSUED
SA251111034,9743 San Pedro Ave,REMODEL,89905,2025-11-15,ISSUED
SA251111035,6697 Broadway,REMODEL,371348,2025-11-06,ISSUED
SA251111036,9241 Broadway,REMODEL,67522,2025-11-26,ISSUED
SA251111037,7601 Houston St,NEW CONSTRUCTION,417726,2025-10-08,ISSUED
SA251111038,4677 Commerce St,REMODEL,365374,2025-11-02,ISSUED
SA251111039,3069 Commerce St,REMODEL,104207,2025-10-05,ISSUED
SA251111040,8844 San Pedro Ave,ADDITION,270844,2025-10-03,ISSUED
SA251111041,9712 Commerce St,REMODEL,335786,2025-10-16,ISSUED
SA251111042,9385 Houston St,NEW CONSTRUCTION,241714,2025-10-26,ISSUED
SA251111043,5214 Commerce St,REMODEL,387583,2025-10-30,ISSUED
SA251111044,4844 San Pedro Ave,ADDITION,435201,2025-11-08,ISSUED
SA251111045,2030 Houston St,ADDITION,212212,2025-08-31,ISSUED
SA251111046,6463 Commerce St,NEW CONSTRUCTION,449378,2025-11-28,ISSUED
SA251111047,6391 Commerce St,ADDITION,258044,2025-08-31,ISSUED
SA251111048,5530 Commerce St,ADDITION,187336,2025-10-20,ISSUED
SA251111049,557 Broadway,REMODEL,225148,2025-09-07,ISSUED
SA251111050,6639 San Pedro Ave,NEW CONSTRUCTION,96469,2025-08-31,ISSUED
SA251111051,1450 San Pedro Ave,REMODEL,328158,2025-10-13,ISSUED
SA251111052,766 Broadway,NEW CONSTRUCTION,247044,2025-11-24,ISSUED
SA251111053,8222 Commerce St,ADDITION,261027,2025-10-31,ISSUED
SA251111054,9470 Broadway,REMODEL,295994,2025-11-14,ISSUED
SA251111055,8219 San Pedro Ave,NEW CONSTRUCTION,259517,2025-11-03,ISSUED
SA251111056,9615 Commerce St,ADDITION,384496,2025-10-31,ISSUED
SA251111057,6428 San Pedro Ave,NEW CONSTRUCTION,486936,2025-10-11,ISSUED
SA251111058,4889 San Pedro Ave,REMODEL,203561,2025-10-30,ISSUED
SA251111059,4233 Broadway,NEW CONSTRUCTION,92441,2025-09-07,ISSUED
SA251111060,7435 San Pedro Ave,REMODEL,178115,2025-10-18,ISSUED
SA251111061,932 Broadway,NEW CONSTRUCTION,448372,2025-11-20,ISSUED
SA251111062,694 Broadway,ADDITION,331018,2025-10-18,ISSUED
SA251111063,652 Broadway,ADDITION,108391,2025-11-19,ISSUED
SA251111064,3154 Commerce St,NEW CONSTRUCTION,162863,2025-09-02,ISSUED
SA251111065,8354 Commerce St,ADDITION,336295,2025-10-05,ISSUED
SA251111066,7624 Houston St,NEW CONSTRUCTION,383295,2025-09-17,ISSUED
SA251111067,761 Commerce St,NEW CONSTRUCTION,198371,2025-11-11,ISSUED
SA251111068,4369 Broadway,REMODEL,143249,2025-10-04,ISSUED
SA251111069,9400 Commerce St,REMODEL,70797,2025-10-26,ISSUED
SA251111070,9228 Commerce St,NEW CONSTRUCTION,256536,2025-10-04,ISSUED
SA251111071,3399 Broadway,NEW CONSTRUCTION,247082,2025-09-04,ISSUED
SA251111072,1214 Broadway,NEW CONSTRUCTION,140387,2025-11-07,ISSUED
SA251111073,5569 Commerce St,REMODEL,286347,2025-10-05,ISSUED
SA251111074,9822 Commerce St,NEW CONSTRUCTION,311305,2025-11-28,ISSUED
SA251111075,2367 Commerce St,REMODEL,78281,2025-09-30,ISSUED
SA251111076,1290 Houston St,REMODEL,150765,2025-10-04,ISSUED
SA251111077,7035 Houston St,ADDITION,453617,2025-10-19,ISSUED
SA251111078,2248 Broadway,ADDITION,194458,2025-10-11,ISSUED
SA251111079,7595 Broadway,ADDITION,377675,2025-09-04,ISSUED
SA251111080,7997 Broadway,REMODEL,202469,2025-11-11,ISSUED
SA251111081,6989 San Pedro Ave,REMODEL,368657,2025-10-30,ISSUED
SA251111082,1643 Houston St,REMODEL,295362,2025-09-02,ISSUED
SA251111083,4483 San Pedro Ave,REMODEL,261804,2025-09-22,ISSUED
SA251111084,8840 Broadway,ADDITION,410735,2025-09-09,ISSUED
SA251111085,7378 San Pedro Ave,ADDITION,160342,2025-09-17,ISSUED
SA251111086,161 Houston St,ADDITION,440989,2025-10-25,ISSUED
SA251111087,6968 Broadway,NEW CONSTRUCTION,112477,2025-10-03,ISSUED
SA251111088,2799 Commerce St,ADDITION,426104,2025-09-20,ISSUED
SA251111089,4517 San Pedro Ave,NEW CONSTRUCTION,265899,2025-11-24,ISSUED
SA251111090,857 San Pedro Ave,ADDITION,406097,2025-11-27,ISSUED
SA251111091,9918 Broadway,REMODEL,336265,2025-09-24,ISSUED
SA251111092,7490 Broadway,REMODEL,258671,2025-09-18,ISSUED
SA251111093,8550 Houston St,ADDITION,332805,2025-09-07,ISSUED
SA251111094,283 Commerce St,ADDITION,490166,2025-09-23,ISSUED
SA251111095,4658 Houston St,ADDITION,358101,2025-10-11,ISSUED
SA251111096,3651 San Pedro Ave,ADDITION,459775,2025-11-10,ISSUED
SA251111097,5944 Broadway,ADDITION,128820,2025-10-02,ISSUED
SA251111098,1541 Commerce St,NEW CONSTRUCTION,79177,2025-10-11,ISSUED
SA251111099,3698 Houston St,REMODEL,498944,2025-11-27,ISSUED
SA251111100,3794 Houston St,NEW CONSTRUCTION,268969,2025-11-21,ISSUED
SA251111101,2806 Broadway,NEW CONSTRUCTION,304150,2025-11-26,ISSUED
SA251111102,1318 Commerce St,REMODEL,110014,2025-09-24,ISSUED
SA251111103,2052 San Pedro Ave,NEW CONSTRUCTION,317692,2025-09-17,ISSUED
SA251111104,4318 Houston St,REMODEL,188217,2025-09-15,ISSUED
SA251111105,5901 Commerce St,NEW CONSTRUCTION,207768,2025-11-01,ISSUED
SA251111106,9077 Commerce St,REMODEL,234582,2025-09-06,ISSUED
SA251111107,3092 Commerce St,REMODEL,171801,2025-09-07,ISSUED
SA251111108,2562 Commerce St,REMODEL,123441,2025-11-03,ISSUED
SA251111109,7990 Commerce St,NEW CONSTRUCTION,52502,2025-09-02,ISSUED
SA251111110,9210 Houston St,NEW CONSTRUCTION,348107,2025-11-05,ISSUED
SA251111111,5881 San Pedro Ave,ADDITION,277781,2025-09-06,ISSUED
SA251111112,2770 Houston St,REMODEL,246250,2025-09-02,ISSUED
SA251111113,1576 Houston St,REMODEL,201388,2025-11-20,ISSUED
SA251111114,6803 San Pedro Ave,ADDITION,217695,2025-09-09,ISSUED
SA251111115,308 Houston St,REMODEL,107755,2025-10-25,ISSUED
SA251111116,2118 Broadway,ADDITION,175544,2025-10-02,ISSUED
SA251111117,1948 Houston St,NEW CONSTRUCTION,68298,2025-11-22,ISSUED
SA251111118,1186 Broadway,NEW CONSTRUCTION,156359,2025-10-10,ISSUED
SA251111119,2488 San Pedro Ave,NEW CONSTRUCTION,287624,2025-11-25,ISSUED
SA251111120,7745 Broadway,ADDITION,495481,2025-09-14,ISSUED
SA251111121,3431 San Pedro Ave,REMODEL,453338,2025-09-09,ISSUED
SA251111122,5012 Broadway,ADDITION,389982,2025-11-18,ISSUED
SA251111123,6089 San Pedro Ave,NEW CONSTRUCTION,378421,2025-09-28,ISSUED
SA251111124,5597 Broadway,ADDITION,70376,2025-10-08,ISSUED
SA251111125,5048 Commerce St,NEW CONSTRUCTION,395097,2025-10-07,ISSUED
SA251111126,8404 Commerce St,ADDITION,52316,2025-10-18,ISSUED
SA251111127,4296 San Pedro Ave,REMODEL,87299,2025-09-17,ISSUED
SA251111128,2846 San Pedro Ave,REMODEL,299383,2025-10-03,ISSUED
SA251111129,3871 San Pedro Ave,REMODEL,461656,2025-09-17,ISSUED
SA251111130,4968 San Pedro Ave,ADDITION,492898,2025-10-04,ISSUED
SA251111131,3426 Houston St,NEW CONSTRUCTION,364950,2025-11-20,ISSUED
SA251111132,2561 Commerce St,REMODEL,301325,2025-11-27,ISSUED
SA251111133,9762 Commerce St,REMODEL,328184,2025-09-03,ISSUED
SA251111134,5257 Broadway,REMODEL,301133,2025-10-30,ISSUED
SA251111135,9938 Houston St,NEW CONSTRUCTION,336976,2025-11-08,ISSUED
SA251111136,7625 Commerce St,REMODEL,187171,2025-11-28,ISSUED
SA251111137,3655 Broadway,REMODEL,385737,2025-11-03,ISSUED
