permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
NSH251110994,2025-11-01,MECHANICAL,Mechanical Project,MECHANICAL at 977 Church St,977 Church St,Nashville,37215,Thomas Enterprises,Music City Construction,(615) 883-1364,34656,ISSUED,33
NSH251110995,2025-11-25,REMODEL,Remodel Project,REMODEL at 1050 Church St,1050 Church St,Nashville,37209,Brown Holdings,East Nashville Construction,N/A,251895,ISSUED,7
NSH251110996,2025-11-22,PLUMBING,Plumbing Project,PLUMBING at 3304 Woodland St,3304 Woodland St,Nashville,37206,Brown Holdings,N/A,(615) 613-3519,82304,APPROVED,1
NSH251110997,2025-11-08,REMODEL,Remodel Project,REMODEL at 4548 Charlotte Ave,4548 Charlotte Ave,Nashville,37212,Anderson Group,Green Hills Builders,(615) 408-3624,479049,ISSUED,7
NSH251110998,2025-11-12,PLUMBING,Plumbing Project,PLUMBING at 6947 Lebanon Pike,6947 Lebanon Pike,Nashville,37209,Thomas Enterprises,Tennessee Premier Builders,(615) 216-7228,54956,ISSUED,34
NSH251110999,2025-11-24,DEMOLITION,Demolition Project,DEMOLITION at 2561 Dickerson Pike,2561 Dickerson Pike,Nashville,37211,Martinez LLC,East Nashville Construction,(615) 281-8336,82616,APPROVED,20
NSH251111000,2025-11-20,MECHANICAL,Mechanical Project,MECHANICAL at 4975 Lebanon Pike,4975 Lebanon Pike,Nashville,37203,Smith Development LLC,N/A,N/A,18749,ISSUED,33
NSH251111001,2025-11-16,ADDITION,Addition Project,ADDITION at 9177 Woodland St,9177 Woodland St,Nashville,37204,Brown Holdings,East Nashville Construction,(615) 611-1980,380141,FINAL,6
NSH251111002,2025-11-02,RESIDENTIAL,Residential Project,RESIDENTIAL at 4903 Murfreesboro Pike,4903 Murfreesboro Pike,Nashville,37206,Davis Investments,Brentwood Builders Inc,(615) 843-8032,85840,PENDING,4
NSH251111003,2025-11-18,ADDITION,Addition Project,ADDITION at 184 Dickerson Pike,184 Dickerson Pike,Nashville,37205,Davis Investments,Cumberland Construction Co,(615) 928-8088,387702,FINAL,1
NSH251111004,2025-11-23,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 2881 Charlotte Ave,2881 Charlotte Ave,Nashville,37206,Davis Investments,Franklin Construction,N/A,524901,PENDING,5
NSH251111005,2025-11-06,COMMERCIAL,Commercial Project,COMMERCIAL at 9964 Nolensville Pike,9964 Nolensville Pike,Nashville,37205,Martinez LLC,Cumberland Construction Co,(615) 814-7549,358147,APPROVED,6
NSH251111006,2025-11-26,REMODEL,Remodel Project,REMODEL at 4916 Lebanon Pike,4916 Lebanon Pike,Nashville,37209,Johnson Properties,Music City Construction,(615) 306-5265,354817,APPROVED,5
NSH251111007,2025-11-05,DEMOLITION,Demolition Project,DEMOLITION at 7133 Lebanon Pike,7133 Lebanon Pike,Nashville,37211,Thomas Enterprises,Franklin Construction,(615) 752-2164,30723,FINAL,6
NSH251111008,2025-11-28,REPAIR,Repair Project,REPAIR at 7620 Charlotte Ave,7620 Charlotte Ave,Nashville,37215,Davis Investments,N/A,(615) 474-6398,97319,APPROVED,20
NSH251111009,2025-11-27,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 5876 Church St,5876 Church St,Nashville,37203,Johnson Properties,Nashville Home Improvement,(615) 282-6943,1626807,PENDING,33
NSH251111010,2025-11-19,RESIDENTIAL,Residential Project,RESIDENTIAL at 4822 Broadway,4822 Broadway,Nashville,37208,Williams Ventures,East Nashville Construction,(615) 358-3950,83059,PENDING,5
NSH251111011,2025-11-06,ELECTRICAL,Electrical Project,ELECTRICAL at 8783 21st Ave,8783 21st Ave,Nashville,37212,Miller Construction,East Nashville Construction,(615) 693-4229,16402,PENDING,6
NSH251111012,2025-11-08,REMODEL,Remodel Project,REMODEL at 7763 Church St,7763 Church St,Nashville,37212,Johnson Properties,Green Hills Builders,(615) 897-7194,253464,ISSUED,2
NSH251111013,2025-11-14,COMMERCIAL,Commercial Project,COMMERCIAL at 5397 Broadway,5397 Broadway,Nashville,37211,Davis Investments,Green Hills Builders,N/A,1938017,FINAL,35
NSH251111014,2025-11-06,MECHANICAL,Mechanical Project,MECHANICAL at 2992 Hillsboro Pike,2992 Hillsboro Pike,Nashville,37209,Miller Construction,Cumberland Construction Co,(615) 476-1974,88187,ISSUED,3
NSH251111015,2025-11-14,ALTERATION,Alteration Project,ALTERATION at 5639 Murfreesboro Pike,5639 Murfreesboro Pike,Nashville,37209,Davis Investments,Green Hills Builders,(615) 436-6762,29944,ISSUED,34
NSH251111016,2025-11-23,DEMOLITION,Demolition Project,DEMOLITION at 4318 Dickerson Pike,4318 Dickerson Pike,Nashville,37208,Davis Investments,N/A,(615) 329-9076,69872,PENDING,33
NSH251111017,2025-11-20,ADDITION,Addition Project,ADDITION at 2054 Broadway,2054 Broadway,Nashville,37212,Anderson Group,N/A,(615) 730-6818,441646,FINAL,5
NSH251111018,2025-11-25,PLUMBING,Plumbing Project,PLUMBING at 1375 Murfreesboro Pike,1375 Murfreesboro Pike,Nashville,37205,Thomas Enterprises,Music City Construction,(615) 858-8673,59948,PENDING,7
NSH251111019,2025-11-24,DEMOLITION,Demolition Project,DEMOLITION at 4295 Charlotte Ave,4295 Charlotte Ave,Nashville,37203,Martinez LLC,East Nashville Construction,(615) 800-6197,81350,ISSUED,34
NSH251111020,2025-11-22,PLUMBING,Plumbing Project,PLUMBING at 615 Charlotte Ave,615 Charlotte Ave,Nashville,37204,Martinez LLC,N/A,N/A,55309,APPROVED,22
NSH251111021,2025-11-13,ADDITION,Addition Project,ADDITION at 4130 Woodland St,4130 Woodland St,Nashville,37211,Martinez LLC,Volunteer State Contractors,(615) 381-5952,213675,PENDING,21
NSH251111022,2025-11-26,PLUMBING,Plumbing Project,PLUMBING at 7212 West End Ave,7212 West End Ave,Nashville,37201,Davis Investments,Music City Construction,(615) 759-6222,98213,ISSUED,5
NSH251111023,2025-11-20,ALTERATION,Alteration Project,ALTERATION at 7676 Hillsboro Pike,7676 Hillsboro Pike,Nashville,37215,Thomas Enterprises,East Nashville Construction,(615) 369-6271,62976,PENDING,5
NSH251111024,2025-11-19,ROOFING,Roofing Project,ROOFING at 7571 Franklin Pike,7571 Franklin Pike,Nashville,37212,Brown Holdings,Green Hills Builders,(615) 972-9128,10857,PENDING,19
NSH251111025,2025-11-16,REPAIR,Repair Project,REPAIR at 6902 Charlotte Ave,6902 Charlotte Ave,Nashville,37211,Wilson Properties,N/A,(615) 519-9580,76458,APPROVED,21
NSH251111026,2025-11-04,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 7613 21st Ave,7613 21st Ave,Nashville,37201,Thomas Enterprises,Nashville Builders LLC,N/A,1373915,PENDING,3
NSH251111027,2025-11-25,DEMOLITION,Demolition Project,DEMOLITION at 6050 Broadway,6050 Broadway,Nashville,37204,Brown Holdings,Nashville Builders LLC,(615) 788-5815,88608,FINAL,19
NSH251111028,2025-11-10,REPAIR,Repair Project,REPAIR at 3654 Lebanon Pike,3654 Lebanon Pike,Nashville,37205,Davis Investments,Tennessee Premier Builders,(615) 885-9580,27422,PENDING,2
NSH251111029,2025-11-13,REMODEL,Remodel Project,REMODEL at 1756 Woodland St,1756 Woodland St,Nashville,37211,Davis Investments,Tennessee Premier Builders,(615) 863-2359,204691,ISSUED,19
NSH251111030,2025-11-22,REMODEL,Remodel Project,REMODEL at 4105 Woodland St,4105 Woodland St,Nashville,37209,Johnson Properties,Music City Construction,(615) 886-5945,212428,APPROVED,20
NSH251111031,2025-11-28,RESIDENTIAL,Residential Project,RESIDENTIAL at 700 Church St,700 Church St,Nashville,37212,Smith Development LLC,East Nashville Construction,(615) 922-1721,7437,PENDING,5
NSH251111032,2025-11-09,DEMOLITION,Demolition Project,DEMOLITION at 734 Dickerson Pike,734 Dickerson Pike,Nashville,37203,Miller Construction,N/A,(615) 676-3551,68076,PENDING,19
NSH251111033,2025-11-09,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 9004 Franklin Pike,9004 Franklin Pike,Nashville,37208,Miller Construction,Franklin Construction,N/A,1240651,ISSUED,2
NSH251111034,2025-11-13,COMMERCIAL,Commercial Project,COMMERCIAL at 9272 Nolensville Pike,9272 Nolensville Pike,Nashville,37201,Wilson Properties,East Nashville Construction,(615) 420-2061,1482261,FINAL,19
NSH251111035,2025-11-26,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 1700 Nolensville Pike,1700 Nolensville Pike,Nashville,37205,Smith Development LLC,Cumberland Construction Co,(615) 617-1571,1915306,ISSUED,2
NSH251111036,2025-11-16,DEMOLITION,Demolition Project,DEMOLITION at 197 Hillsboro Pike,197 Hillsboro Pike,Nashville,37205,Miller Construction,Franklin Construction,(615) 345-3052,57083,ISSUED,22
NSH251111037,2025-11-28,ALTERATION,Alteration Project,ALTERATION at 1641 Murfreesboro Pike,1641 Murfreesboro Pike,Nashville,37212,Martinez LLC,N/A,N/A,56931,FINAL,4
NSH251111038,2025-11-13,ROOFING,Roofing Project,ROOFING at 7850 21st Ave,7850 21st Ave,Nashville,37215,Williams Ventures,N/A,(615) 318-1987,70607,PENDING,1
NSH251111039,2025-11-02,ELECTRICAL,Electrical Project,ELECTRICAL at 3980 Dickerson Pike,3980 Dickerson Pike,Nashville,37208,Miller Construction,Cumberland Construction Co,(615) 819-9663,93187,APPROVED,34
NSH251111040,2025-11-28,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 7994 West End Ave,7994 West End Ave,Nashville,37215,Johnson Properties,East Nashville Construction,(615) 209-6931,1869925,FINAL,19
NSH251111041,2025-11-05,COMMERCIAL,Commercial Project,COMMERCIAL at 4444 Church St,4444 Church St,Nashville,37212,Martinez LLC,Franklin Construction,N/A,1667371,FINAL,3
NSH251111042,2025-11-21,REMODEL,Remodel Project,REMODEL at 1484 Church St,1484 Church St,Nashville,37208,Miller Construction,Nashville Builders LLC,(615) 635-3708,93275,ISSUED,20
NSH251111043,2025-11-06,COMMERCIAL,Commercial Project,COMMERCIAL at 5481 West End Ave,5481 West End Ave,Nashville,37212,Wilson Properties,Tennessee Premier Builders,(615) 433-7103,1606089,APPROVED,35
NSH251111044,2025-11-21,DEMOLITION,Demolition Project,DEMOLITION at 8454 Murfreesboro Pike,8454 Murfreesboro Pike,Nashville,37206,Anderson Group,East Nashville Construction,N/A,34780,FINAL,3
NSH251111045,2025-11-18,ADDITION,Addition Project,ADDITION at 2347 21st Ave,2347 21st Ave,Nashville,37201,Smith Development LLC,N/A,(615) 790-2801,134497,APPROVED,34
NSH251111046,2025-11-04,ALTERATION,Alteration Project,ALTERATION at 7917 Hillsboro Pike,7917 Hillsboro Pike,Nashville,37215,Anderson Group,Brentwood Builders Inc,(615) 666-1305,54473,APPROVED,5
NSH251111047,2025-11-19,ALTERATION,Alteration Project,ALTERATION at 9514 Broadway,9514 Broadway,Nashville,37205,Thomas Enterprises,Cumberland Construction Co,N/A,25061,FINAL,22
NSH251111048,2025-11-12,REMODEL,Remodel Project,REMODEL at 6160 Franklin Pike,6160 Franklin Pike,Nashville,37201,Johnson Properties,Green Hills Builders,(615) 203-8505,165402,FINAL,20
NSH251111049,2025-11-11,ELECTRICAL,Electrical Project,ELECTRICAL at 3698 Dickerson Pike,3698 Dickerson Pike,Nashville,37204,Smith Development LLC,Franklin Construction,N/A,15580,APPROVED,22
NSH251111050,2025-11-22,ADDITION,Addition Project,ADDITION at 6428 Franklin Pike,6428 Franklin Pike,Nashville,37203,Martinez LLC,East Nashville Construction,(615) 976-5919,235761,APPROVED,4
NSH251111051,2025-11-01,DEMOLITION,Demolition Project,DEMOLITION at 4902 Church St,4902 Church St,Nashville,37201,Martinez LLC,N/A,N/A,31696,FINAL,34
NSH251111052,2025-11-03,PLUMBING,Plumbing Project,PLUMBING at 3903 Hillsboro Pike,3903 Hillsboro Pike,Nashville,37211,Williams Ventures,Franklin Construction,(615) 681-9487,76571,PENDING,35
NSH251111053,2025-11-01,DEMOLITION,Demolition Project,DEMOLITION at 4920 Hillsboro Pike,4920 Hillsboro Pike,Nashville,37212,Smith Development LLC,Brentwood Builders Inc,(615) 805-8311,31143,ISSUED,34
NSH251111054,2025-11-01,ELECTRICAL,Electrical Project,ELECTRICAL at 1277 Murfreesboro Pike,1277 Murfreesboro Pike,Nashville,37211,Williams Ventures,Franklin Construction,(615) 390-1663,84929,APPROVED,19
NSH251111055,2025-11-02,PLUMBING,Plumbing Project,PLUMBING at 3662 Dickerson Pike,3662 Dickerson Pike,Nashville,37208,Brown Holdings,Nashville Builders LLC,(615) 418-1336,98922,FINAL,34
NSH251111056,2025-11-26,DEMOLITION,Demolition Project,DEMOLITION at 5148 21st Ave,5148 21st Ave,Nashville,37215,Anderson Group,Music City Construction,N/A,61280,FINAL,2
NSH251111057,2025-11-14,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 5720 West End Ave,5720 West End Ave,Nashville,37211,Davis Investments,Tennessee Premier Builders,N/A,910689,FINAL,20
NSH251111058,2025-11-09,PLUMBING,Plumbing Project,PLUMBING at 6617 Church St,6617 Church St,Nashville,37203,Miller Construction,Franklin Construction,N/A,81908,APPROVED,2
NSH251011059,2025-10-30,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 8557 21st Ave,8557 21st Ave,Nashville,37205,Brown Holdings,N/A,(615) 293-7848,594580,ISSUED,19
NSH251111060,2025-11-26,MECHANICAL,Mechanical Project,MECHANICAL at 9411 21st Ave,9411 21st Ave,Nashville,37208,Johnson Properties,Nashville Home Improvement,N/A,56701,PENDING,21
NSH251111061,2025-11-26,PLUMBING,Plumbing Project,PLUMBING at 2195 Woodland St,2195 Woodland St,Nashville,37211,Williams Ventures,Nashville Builders LLC,(615) 631-1068,75301,PENDING,21
NSH251111062,2025-11-21,REPAIR,Repair Project,REPAIR at 3561 Dickerson Pike,3561 Dickerson Pike,Nashville,37208,Wilson Properties,Franklin Construction,(615) 534-2696,73965,PENDING,35
NSH251111063,2025-11-04,REMODEL,Remodel Project,REMODEL at 1730 Hillsboro Pike,1730 Hillsboro Pike,Nashville,37215,Wilson Properties,East Nashville Construction,(615) 940-3721,307533,PENDING,4
NSH251111064,2025-11-02,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 2047 Murfreesboro Pike,2047 Murfreesboro Pike,Nashville,37215,Wilson Properties,Nashville Home Improvement,N/A,1109323,APPROVED,34
NSH251011065,2025-10-31,PLUMBING,Plumbing Project,PLUMBING at 1664 21st Ave,1664 21st Ave,Nashville,37206,Williams Ventures,Volunteer State Contractors,(615) 385-7695,57764,FINAL,35
NSH251111066,2025-11-14,DEMOLITION,Demolition Project,DEMOLITION at 9806 Lebanon Pike,9806 Lebanon Pike,Nashville,37209,Williams Ventures,Nashville Builders LLC,N/A,26308,APPROVED,19
NSH251111067,2025-11-21,ELECTRICAL,Electrical Project,ELECTRICAL at 1761 Broadway,1761 Broadway,Nashville,37208,Brown Holdings,Cumberland Construction Co,N/A,39562,FINAL,33
NSH251011068,2025-10-31,PLUMBING,Plumbing Project,PLUMBING at 7182 Broadway,7182 Broadway,Nashville,37201,Martinez LLC,Green Hills Builders,(615) 708-7575,71266,APPROVED,21
NSH251111069,2025-11-14,PLUMBING,Plumbing Project,PLUMBING at 1059 Hillsboro Pike,1059 Hillsboro Pike,Nashville,37204,Anderson Group,Brentwood Builders Inc,N/A,29058,PENDING,33
NSH251111070,2025-11-03,ADDITION,Addition Project,ADDITION at 2517 Charlotte Ave,2517 Charlotte Ave,Nashville,37212,Smith Development LLC,Brentwood Builders Inc,(615) 708-6151,404524,FINAL,7
NSH251111071,2025-11-01,ROOFING,Roofing Project,ROOFING at 8075 Woodland St,8075 Woodland St,Nashville,37205,Wilson Properties,Franklin Construction,N/A,17433,PENDING,22
NSH251111072,2025-11-14,DEMOLITION,Demolition Project,DEMOLITION at 9673 Church St,9673 Church St,Nashville,37205,Davis Investments,Volunteer State Contractors,N/A,46369,FINAL,21
NSH251111073,2025-11-26,DEMOLITION,Demolition Project,DEMOLITION at 2158 Hillsboro Pike,2158 Hillsboro Pike,Nashville,37205,Smith Development LLC,Music City Construction,N/A,79519,APPROVED,7
NSH251111074,2025-11-09,REMODEL,Remodel Project,REMODEL at 302 Church St,302 Church St,Nashville,37203,Smith Development LLC,Brentwood Builders Inc,N/A,100950,PENDING,7
NSH251111075,2025-11-08,DEMOLITION,Demolition Project,DEMOLITION at 8102 Dickerson Pike,8102 Dickerson Pike,Nashville,37201,Smith Development LLC,Music City Construction,(615) 689-9618,28644,ISSUED,6
NSH251111076,2025-11-04,ALTERATION,Alteration Project,ALTERATION at 2354 Church St,2354 Church St,Nashville,37201,Thomas Enterprises,N/A,(615) 303-2811,95432,PENDING,7
NSH251111077,2025-11-11,PLUMBING,Plumbing Project,PLUMBING at 2023 Church St,2023 Church St,Nashville,37206,Johnson Properties,Nashville Builders LLC,(615) 347-8938,53687,FINAL,1
NSH251111078,2025-11-19,PLUMBING,Plumbing Project,PLUMBING at 2014 Church St,2014 Church St,Nashville,37215,Anderson Group,East Nashville Construction,(615) 725-7972,61696,FINAL,6
NSH251111079,2025-11-05,DEMOLITION,Demolition Project,DEMOLITION at 5301 Dickerson Pike,5301 Dickerson Pike,Nashville,37215,Wilson Properties,Volunteer State Contractors,N/A,57189,APPROVED,6
NSH251111080,2025-11-10,ALTERATION,Alteration Project,ALTERATION at 7209 21st Ave,7209 21st Ave,Nashville,37212,Brown Holdings,Music City Construction,(615) 723-3768,28559,APPROVED,2
NSH251011081,2025-10-30,ROOFING,Roofing Project,ROOFING at 2593 Nolensville Pike,2593 Nolensville Pike,Nashville,37209,Miller Construction,Volunteer State Contractors,N/A,26250,ISSUED,33
NSH251111082,2025-11-22,ALTERATION,Alteration Project,ALTERATION at 1933 Hillsboro Pike,1933 Hillsboro Pike,Nashville,37204,Brown Holdings,N/A,(615) 817-1815,79296,FINAL,2
NSH251111083,2025-11-17,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 4848 West End Ave,4848 West End Ave,Nashville,37205,Johnson Properties,N/A,N/A,636095,ISSUED,33
NSH251111084,2025-11-01,ALTERATION,Alteration Project,ALTERATION at 4672 Lebanon Pike,4672 Lebanon Pike,Nashville,37215,Anderson Group,Cumberland Construction Co,(615) 886-2718,83984,ISSUED,2
NSH251111085,2025-11-17,REMODEL,Remodel Project,REMODEL at 6865 Murfreesboro Pike,6865 Murfreesboro Pike,Nashville,37211,Martinez LLC,Music City Construction,(615) 659-1809,326365,FINAL,2
NSH251111086,2025-11-13,ADDITION,Addition Project,ADDITION at 6290 21st Ave,6290 21st Ave,Nashville,37204,Smith Development LLC,N/A,(615) 242-1201,339447,FINAL,5
NSH251111087,2025-11-23,PLUMBING,Plumbing Project,PLUMBING at 8638 21st Ave,8638 21st Ave,Nashville,37203,Williams Ventures,N/A,N/A,14038,PENDING,2
NSH251111088,2025-11-15,ROOFING,Roofing Project,ROOFING at 4099 Hillsboro Pike,4099 Hillsboro Pike,Nashville,37209,Wilson Properties,Tennessee Premier Builders,N/A,32943,ISSUED,22
NSH251111089,2025-11-12,ELECTRICAL,Electrical Project,ELECTRICAL at 8327 Hillsboro Pike,8327 Hillsboro Pike,Nashville,37203,Johnson Properties,Franklin Construction,N/A,58139,APPROVED,19
NSH251111090,2025-11-15,RESIDENTIAL,Residential Project,RESIDENTIAL at 2256 West End Ave,2256 West End Ave,Nashville,37206,Anderson Group,Volunteer State Contractors,N/A,74237,APPROVED,19
NSH251111091,2025-11-14,ALTERATION,Alteration Project,ALTERATION at 7334 Charlotte Ave,7334 Charlotte Ave,Nashville,37215,Anderson Group,Franklin Construction,(615) 582-7647,92220,ISSUED,4
NSH251111092,2025-11-22,ROOFING,Roofing Project,ROOFING at 1023 Nolensville Pike,1023 Nolensville Pike,Nashville,37204,Martinez LLC,N/A,(615) 873-6850,71728,FINAL,7
NSH251111093,2025-11-20,ROOFING,Roofing Project,ROOFING at 9827 Nolensville Pike,9827 Nolensville Pike,Nashville,37203,Williams Ventures,N/A,N/A,21556,APPROVED,6
NSH251111094,2025-11-08,DEMOLITION,Demolition Project,DEMOLITION at 7392 Lebanon Pike,7392 Lebanon Pike,Nashville,37208,Davis Investments,Franklin Construction,N/A,23461,PENDING,33
NSH251011095,2025-10-31,REPAIR,Repair Project,REPAIR at 310 West End Ave,310 West End Ave,Nashville,37204,Miller Construction,Music City Construction,(615) 743-7815,32000,ISSUED,7
NSH251111096,2025-11-21,ADDITION,Addition Project,ADDITION at 9742 Hillsboro Pike,9742 Hillsboro Pike,Nashville,37204,Davis Investments,Green Hills Builders,(615) 630-8472,470508,FINAL,4
NSH251111097,2025-11-14,RESIDENTIAL,Residential Project,RESIDENTIAL at 5823 Lebanon Pike,5823 Lebanon Pike,Nashville,37205,Wilson Properties,Cumberland Construction Co,(615) 367-3006,46525,FINAL,21
NSH251111098,2025-11-21,ALTERATION,Alteration Project,ALTERATION at 8127 Lebanon Pike,8127 Lebanon Pike,Nashville,37211,Anderson Group,Green Hills Builders,N/A,68130,FINAL,33
NSH251011099,2025-10-30,ADDITION,Addition Project,ADDITION at 8790 Charlotte Ave,8790 Charlotte Ave,Nashville,37211,Johnson Properties,Franklin Construction,(615) 615-4847,390273,FINAL,7
NSH251011100,2025-10-29,DEMOLITION,Demolition Project,DEMOLITION at 4986 Dickerson Pike,4986 Dickerson Pike,Nashville,37201,Thomas Enterprises,N/A,(615) 711-9340,9923,APPROVED,34
NSH251111101,2025-11-14,ALTERATION,Alteration Project,ALTERATION at 6228 Church St,6228 Church St,Nashville,37211,Davis Investments,Nashville Home Improvement,(615) 768-4315,62516,ISSUED,2
NSH251111102,2025-11-15,ALTERATION,Alteration Project,ALTERATION at 1700 Franklin Pike,1700 Franklin Pike,Nashville,37215,Thomas Enterprises,Franklin Construction,N/A,17302,FINAL,1
NSH251111103,2025-11-09,REPAIR,Repair Project,REPAIR at 5193 Hillsboro Pike,5193 Hillsboro Pike,Nashville,37211,Brown Holdings,Franklin Construction,(615) 258-8831,16951,FINAL,34
NSH251111104,2025-11-01,PLUMBING,Plumbing Project,PLUMBING at 652 Woodland St,652 Woodland St,Nashville,37209,Smith Development LLC,Franklin Construction,(615) 856-8287,27550,FINAL,35
NSH251111105,2025-11-27,DEMOLITION,Demolition Project,DEMOLITION at 5249 Woodland St,5249 Woodland St,Nashville,37205,Anderson Group,Music City Construction,N/A,37708,PENDING,3
NSH251111106,2025-11-10,ALTERATION,Alteration Project,ALTERATION at 4210 21st Ave,4210 21st Ave,Nashville,37211,Miller Construction,Volunteer State Contractors,(615) 375-9938,45344,PENDING,6
NSH251111107,2025-11-16,MECHANICAL,Mechanical Project,MECHANICAL at 9699 Woodland St,9699 Woodland St,Nashville,37212,Miller Construction,East Nashville Construction,(615) 762-1377,36502,ISSUED,5
NSH251011108,2025-10-29,RESIDENTIAL,Residential Project,RESIDENTIAL at 353 Woodland St,353 Woodland St,Nashville,37206,Williams Ventures,Cumberland Construction Co,(615) 787-3469,14351,ISSUED,34
NSH251111109,2025-11-28,ELECTRICAL,Electrical Project,ELECTRICAL at 6294 Dickerson Pike,6294 Dickerson Pike,Nashville,37211,Martinez LLC,Nashville Home Improvement,(615) 823-9221,33151,APPROVED,19
NSH251111110,2025-11-05,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 8619 Franklin Pike,8619 Franklin Pike,Nashville,37215,Johnson Properties,Nashville Home Improvement,N/A,1063877,ISSUED,6
NSH251111111,2025-11-12,REPAIR,Repair Project,REPAIR at 6998 Woodland St,6998 Woodland St,Nashville,37208,Thomas Enterprises,N/A,(615) 543-4435,27825,PENDING,33
NSH251111112,2025-11-15,ALTERATION,Alteration Project,ALTERATION at 2074 Murfreesboro Pike,2074 Murfreesboro Pike,Nashville,37211,Williams Ventures,N/A,(615) 969-5479,50364,FINAL,35
NSH251111113,2025-11-04,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 203 21st Ave,203 21st Ave,Nashville,37203,Miller Construction,Nashville Builders LLC,(615) 581-6789,1383523,FINAL,19
NSH251111114,2025-11-21,ELECTRICAL,Electrical Project,ELECTRICAL at 3861 Franklin Pike,3861 Franklin Pike,Nashville,37215,Brown Holdings,Volunteer State Contractors,(615) 248-7394,59897,PENDING,4
NSH251111115,2025-11-11,RESIDENTIAL,Residential Project,RESIDENTIAL at 7756 Nolensville Pike,7756 Nolensville Pike,Nashville,37211,Wilson Properties,East Nashville Construction,(615) 994-4590,35616,FINAL,22
NSH251111116,2025-11-01,MECHANICAL,Mechanical Project,MECHANICAL at 8672 Nolensville Pike,8672 Nolensville Pike,Nashville,37215,Davis Investments,Tennessee Premier Builders,(615) 791-1571,37225,APPROVED,20
NSH251111117,2025-11-22,DEMOLITION,Demolition Project,DEMOLITION at 5033 Hillsboro Pike,5033 Hillsboro Pike,Nashville,37211,Smith Development LLC,N/A,(615) 579-6064,8938,FINAL,5
NSH251011118,2025-10-30,DEMOLITION,Demolition Project,DEMOLITION at 9436 21st Ave,9436 21st Ave,Nashville,37215,Smith Development LLC,Music City Construction,(615) 362-4158,77153,ISSUED,33
NSH251111119,2025-11-04,REMODEL,Remodel Project,REMODEL at 1379 Lebanon Pike,1379 Lebanon Pike,Nashville,37211,Thomas Enterprises,Franklin Construction,(615) 500-5433,459855,ISSUED,4
NSH251111120,2025-11-16,ELECTRICAL,Electrical Project,ELECTRICAL at 8230 Franklin Pike,8230 Franklin Pike,Nashville,37209,Williams Ventures,Brentwood Builders Inc,(615) 244-4655,76121,ISSUED,6
NSH251111121,2025-11-05,ROOFING,Roofing Project,ROOFING at 9527 Dickerson Pike,9527 Dickerson Pike,Nashville,37206,Wilson Properties,Tennessee Premier Builders,N/A,48026,ISSUED,22
NSH251111122,2025-11-02,ROOFING,Roofing Project,ROOFING at 7855 Dickerson Pike,7855 Dickerson Pike,Nashville,37205,Martinez LLC,Nashville Home Improvement,N/A,93445,FINAL,34
NSH251111123,2025-11-05,COMMERCIAL,Commercial Project,COMMERCIAL at 4751 21st Ave,4751 21st Ave,Nashville,37203,Martinez LLC,Franklin Construction,(615) 741-6284,352312,PENDING,22
NSH251111124,2025-11-02,DEMOLITION,Demolition Project,DEMOLITION at 1796 Charlotte Ave,1796 Charlotte Ave,Nashville,37209,Johnson Properties,Brentwood Builders Inc,(615) 831-4126,55447,PENDING,33
NSH251111125,2025-11-26,MECHANICAL,Mechanical Project,MECHANICAL at 2828 Broadway,2828 Broadway,Nashville,37203,Brown Holdings,N/A,(615) 478-1278,13985,APPROVED,20
NSH251011126,2025-10-29,ADDITION,Addition Project,ADDITION at 1556 Nolensville Pike,1556 Nolensville Pike,Nashville,37201,Miller Construction,Music City Construction,(615) 395-3756,412268,FINAL,7
NSH251111127,2025-11-17,DEMOLITION,Demolition Project,DEMOLITION at 3948 Woodland St,3948 Woodland St,Nashville,37215,Johnson Properties,Brentwood Builders Inc,N/A,35981,ISSUED,34
NSH251111128,2025-11-18,ELECTRICAL,Electrical Project,ELECTRICAL at 317 Dickerson Pike,317 Dickerson Pike,Nashville,37215,Davis Investments,Volunteer State Contractors,(615) 500-4866,45710,ISSUED,7
NSH251111129,2025-11-24,MECHANICAL,Mechanical Project,MECHANICAL at 770 21st Ave,770 21st Ave,Nashville,37215,Smith Development LLC,Volunteer State Contractors,N/A,22486,PENDING,33
NSH251111130,2025-11-11,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 5137 21st Ave,5137 21st Ave,Nashville,37205,Anderson Group,Brentwood Builders Inc,(615) 420-5153,611211,APPROVED,4
